monitor_id,segment_id,system_type,year,month,avg_flow_pct,peak_flow_pct,measurement_type
MON-SEW-02003-2025-12,SEW-02003,Wastewater,2025,12,72.5,111.1,Flow
MON-SEW-02535-2025-01,SEW-02535,Wastewater,2025,1,114.0,150.0,Flow
MON-SEW-02535-2025-02,SEW-02535,Wastewater,2025,2,94.1,124.1,Flow
MON-SEW-02535-2025-03,SEW-02535,Wastewater,2025,3,103.5,150.0,Flow
MON-SEW-02535-2025-04,SEW-02535,Wastewater,2025,4,99.7,150.0,Flow
MON-SEW-02535-2025-05,SEW-02535,Wastewater,2025,5,78.0,119.1,Flow
MON-SEW-02535-2025-06,SEW-02535,Wastewater,2025,6,92.0,150.0,Flow
MON-SEW-02535-2025-07,SEW-02535,Wastewater,2025,7,78.5,123.0,Flow
MON-SEW-02535-2025-08,SEW-02535,Wastewater,2025,8,77.7,118.2,Flow
MON-SEW-02535-2025-09,SEW-02535,Wastewater,2025,9,83.8,116.2,Flow
MON-SEW-02535-2025-10,SEW-02535,Wastewater,2025,10,83.5,111.9,Flow
MON-SEW-02535-2025-11,SEW-02535,Wastewater,2025,11,93.0,150.0,Flow
MON-SEW-02535-2025-12,SEW-02535,Wastewater,2025,12,102.9,138.7,Flow
MON-SEW-01045-2025-01,SEW-01045,Wastewater,2025,1,103.7,147.6,Flow
MON-SEW-01045-2025-02,SEW-01045,Wastewater,2025,2,100.5,148.3,Flow
MON-SEW-01045-2025-03,SEW-01045,Wastewater,2025,3,89.9,113.3,Flow
MON-SEW-01045-2025-04,SEW-01045,Wastewater,2025,4,102.8,150.0,Flow
MON-SEW-01045-2025-05,SEW-01045,Wastewater,2025,5,88.4,150.0,Flow
MON-SEW-01045-2025-06,SEW-01045,Wastewater,2025,6,93.8,150.0,Flow
MON-SEW-01045-2025-07,SEW-01045,Wastewater,2025,7,84.4,108.6,Flow
MON-SEW-01045-2025-08,SEW-01045,Wastewater,2025,8,88.0,122.8,Flow
MON-SEW-01045-2025-09,SEW-01045,Wastewater,2025,9,90.3,150.0,Flow
MON-SEW-01045-2025-10,SEW-01045,Wastewater,2025,10,105.8,150.0,Flow
MON-SEW-01045-2025-11,SEW-01045,Wastewater,2025,11,96.6,141.5,Flow
MON-SEW-01045-2025-12,SEW-01045,Wastewater,2025,12,101.7,150.0,Flow
MON-SEW-03387-2025-01,SEW-03387,Wastewater,2025,1,70.4,110.9,Flow
MON-SEW-03387-2025-02,SEW-03387,Wastewater,2025,2,71.5,123.5,Flow
MON-SEW-03387-2025-03,SEW-03387,Wastewater,2025,3,66.2,114.6,Flow
MON-SEW-03387-2025-04,SEW-03387,Wastewater,2025,4,68.2,94.1,Flow
MON-SEW-03387-2025-05,SEW-03387,Wastewater,2025,5,55.1,70.8,Flow
MON-SEW-03387-2025-06,SEW-03387,Wastewater,2025,6,48.2,67.3,Flow
MON-SEW-03387-2025-07,SEW-03387,Wastewater,2025,7,59.7,95.1,Flow
MON-SEW-03387-2025-08,SEW-03387,Wastewater,2025,8,48.8,72.0,Flow
MON-SEW-03387-2025-09,SEW-03387,Wastewater,2025,9,53.9,95.6,Flow
MON-SEW-03387-2025-10,SEW-03387,Wastewater,2025,10,57.7,81.2,Flow
MON-SEW-03387-2025-11,SEW-03387,Wastewater,2025,11,67.6,110.9,Flow
MON-SEW-03387-2025-12,SEW-03387,Wastewater,2025,12,73.9,129.7,Flow
MON-SEW-02998-2025-01,SEW-02998,Wastewater,2025,1,72.3,90.1,Flow
MON-SEW-02998-2025-02,SEW-02998,Wastewater,2025,2,68.7,109.0,Flow
MON-SEW-02998-2025-03,SEW-02998,Wastewater,2025,3,62.9,91.4,Flow
MON-SEW-02998-2025-04,SEW-02998,Wastewater,2025,4,72.1,112.0,Flow
MON-SEW-02998-2025-05,SEW-02998,Wastewater,2025,5,54.1,70.6,Flow
MON-SEW-02998-2025-06,SEW-02998,Wastewater,2025,6,53.7,74.5,Flow
MON-SEW-02998-2025-07,SEW-02998,Wastewater,2025,7,58.2,90.4,Flow
MON-SEW-02998-2025-08,SEW-02998,Wastewater,2025,8,61.9,87.9,Flow
MON-SEW-02998-2025-09,SEW-02998,Wastewater,2025,9,52.9,89.0,Flow
MON-SEW-02998-2025-10,SEW-02998,Wastewater,2025,10,60.2,96.1,Flow
MON-SEW-02998-2025-11,SEW-02998,Wastewater,2025,11,71.1,126.6,Flow
MON-SEW-02998-2025-12,SEW-02998,Wastewater,2025,12,76.3,93.0,Flow
MON-SEW-00151-2025-01,SEW-00151,Wastewater,2025,1,120.0,150.0,Flow
MON-SEW-00151-2025-02,SEW-00151,Wastewater,2025,2,115.7,150.0,Flow
MON-SEW-00151-2025-03,SEW-00151,Wastewater,2025,3,117.2,150.0,Flow
MON-SEW-00151-2025-04,SEW-00151,Wastewater,2025,4,92.8,150.0,Flow
MON-SEW-00151-2025-05,SEW-00151,Wastewater,2025,5,83.3,103.4,Flow
MON-SEW-00151-2025-06,SEW-00151,Wastewater,2025,6,86.5,144.0,Flow
MON-SEW-00151-2025-07,SEW-00151,Wastewater,2025,7,96.0,150.0,Flow
MON-SEW-00151-2025-08,SEW-00151,Wastewater,2025,8,94.4,131.4,Flow
MON-SEW-00151-2025-09,SEW-00151,Wastewater,2025,9,95.1,115.3,Flow
MON-SEW-00151-2025-10,SEW-00151,Wastewater,2025,10,109.3,150.0,Flow
MON-SEW-00151-2025-11,SEW-00151,Wastewater,2025,11,97.4,150.0,Flow
MON-SEW-00151-2025-12,SEW-00151,Wastewater,2025,12,101.2,126.6,Flow
MON-SEW-00206-2025-01,SEW-00206,Wastewater,2025,1,79.8,123.1,Flow
MON-SEW-00206-2025-02,SEW-00206,Wastewater,2025,2,85.5,113.3,Flow
MON-SEW-00206-2025-03,SEW-00206,Wastewater,2025,3,66.9,95.2,Flow
MON-SEW-00206-2025-04,SEW-00206,Wastewater,2025,4,68.1,97.1,Flow
MON-SEW-00206-2025-05,SEW-00206,Wastewater,2025,5,72.2,119.4,Flow
MON-SEW-00206-2025-06,SEW-00206,Wastewater,2025,6,70.5,108.5,Flow
MON-SEW-00206-2025-07,SEW-00206,Wastewater,2025,7,66.1,114.0,Flow
MON-SEW-00206-2025-08,SEW-00206,Wastewater,2025,8,69.0,93.6,Flow
MON-SEW-00206-2025-09,SEW-00206,Wastewater,2025,9,62.7,112.7,Flow
MON-SEW-00206-2025-10,SEW-00206,Wastewater,2025,10,75.6,110.4,Flow
MON-SEW-00206-2025-11,SEW-00206,Wastewater,2025,11,88.5,141.9,Flow
MON-SEW-00206-2025-12,SEW-00206,Wastewater,2025,12,84.4,105.4,Flow
MON-SEW-01511-2025-01,SEW-01511,Wastewater,2025,1,62.0,75.1,Flow
MON-SEW-01511-2025-02,SEW-01511,Wastewater,2025,2,67.4,113.4,Flow
MON-SEW-01511-2025-03,SEW-01511,Wastewater,2025,3,62.5,104.2,Flow
MON-SEW-01511-2025-04,SEW-01511,Wastewater,2025,4,66.4,82.7,Flow
MON-SEW-01511-2025-05,SEW-01511,Wastewater,2025,5,50.2,70.1,Flow
MON-SEW-01511-2025-06,SEW-01511,Wastewater,2025,6,60.3,76.3,Flow
MON-SEW-01511-2025-07,SEW-01511,Wastewater,2025,7,48.4,61.2,Flow
MON-SEW-01511-2025-08,SEW-01511,Wastewater,2025,8,62.0,103.1,Flow
MON-SEW-01511-2025-09,SEW-01511,Wastewater,2025,9,55.7,84.1,Flow
MON-SEW-01511-2025-10,SEW-01511,Wastewater,2025,10,66.9,102.8,Flow
MON-SEW-01511-2025-11,SEW-01511,Wastewater,2025,11,57.8,70.7,Flow
MON-SEW-01511-2025-12,SEW-01511,Wastewater,2025,12,75.0,101.7,Flow
MON-SEW-00458-2025-01,SEW-00458,Wastewater,2025,1,58.8,95.3,Flow
MON-SEW-00458-2025-02,SEW-00458,Wastewater,2025,2,53.4,86.8,Flow
MON-SEW-00458-2025-03,SEW-00458,Wastewater,2025,3,59.8,105.3,Flow
MON-SEW-00458-2025-04,SEW-00458,Wastewater,2025,4,46.1,58.3,Flow
MON-SEW-00458-2025-05,SEW-00458,Wastewater,2025,5,41.7,51.3,Flow
MON-SEW-00458-2025-06,SEW-00458,Wastewater,2025,6,52.3,75.6,Flow
MON-SEW-00458-2025-07,SEW-00458,Wastewater,2025,7,45.2,62.3,Flow
MON-SEW-00458-2025-08,SEW-00458,Wastewater,2025,8,39.6,50.4,Flow
MON-SEW-00458-2025-09,SEW-00458,Wastewater,2025,9,43.4,56.2,Flow
MON-SEW-00458-2025-10,SEW-00458,Wastewater,2025,10,58.2,82.4,Flow
MON-SEW-00458-2025-11,SEW-00458,Wastewater,2025,11,51.9,90.6,Flow
MON-SEW-00458-2025-12,SEW-00458,Wastewater,2025,12,49.2,69.8,Flow
MON-SEW-01591-2025-01,SEW-01591,Wastewater,2025,1,86.1,150.0,Flow
MON-SEW-01591-2025-02,SEW-01591,Wastewater,2025,2,69.9,117.2,Flow
MON-SEW-01591-2025-03,SEW-01591,Wastewater,2025,3,70.8,86.3,Flow
MON-SEW-01591-2025-04,SEW-01591,Wastewater,2025,4,63.4,95.3,Flow
MON-SEW-01591-2025-05,SEW-01591,Wastewater,2025,5,65.1,108.2,Flow
MON-SEW-01591-2025-06,SEW-01591,Wastewater,2025,6,65.2,94.2,Flow
MON-SEW-01591-2025-07,SEW-01591,Wastewater,2025,7,55.3,71.9,Flow
MON-SEW-01591-2025-08,SEW-01591,Wastewater,2025,8,61.3,92.6,Flow
MON-SEW-01591-2025-09,SEW-01591,Wastewater,2025,9,62.5,93.4,Flow
MON-SEW-01591-2025-10,SEW-01591,Wastewater,2025,10,65.9,97.5,Flow
MON-SEW-01591-2025-11,SEW-01591,Wastewater,2025,11,82.1,144.0,Flow
MON-SEW-01591-2025-12,SEW-01591,Wastewater,2025,12,72.3,100.0,Flow
MON-SEW-04093-2025-01,SEW-04093,Wastewater,2025,1,48.5,70.2,Flow
MON-SEW-04093-2025-02,SEW-04093,Wastewater,2025,2,58.3,71.8,Flow
MON-SEW-04093-2025-03,SEW-04093,Wastewater,2025,3,48.2,78.4,Flow
MON-SEW-04093-2025-04,SEW-04093,Wastewater,2025,4,52.5,88.7,Flow
MON-SEW-04093-2025-05,SEW-04093,Wastewater,2025,5,46.6,57.7,Flow
MON-SEW-04093-2025-06,SEW-04093,Wastewater,2025,6,41.7,73.9,Flow
MON-SEW-04093-2025-07,SEW-04093,Wastewater,2025,7,42.8,52.2,Flow
MON-SEW-04093-2025-08,SEW-04093,Wastewater,2025,8,47.7,68.8,Flow
MON-SEW-04093-2025-09,SEW-04093,Wastewater,2025,9,44.5,56.5,Flow
MON-SEW-04093-2025-10,SEW-04093,Wastewater,2025,10,51.5,79.8,Flow
MON-SEW-04093-2025-11,SEW-04093,Wastewater,2025,11,47.4,72.9,Flow
MON-SEW-04093-2025-12,SEW-04093,Wastewater,2025,12,59.5,83.5,Flow
MON-SEW-02687-2025-01,SEW-02687,Wastewater,2025,1,60.0,97.1,Flow
MON-SEW-02687-2025-02,SEW-02687,Wastewater,2025,2,58.5,80.9,Flow
MON-SEW-02687-2025-03,SEW-02687,Wastewater,2025,3,53.9,77.3,Flow
MON-SEW-02687-2025-04,SEW-02687,Wastewater,2025,4,46.3,65.9,Flow
MON-SEW-02687-2025-05,SEW-02687,Wastewater,2025,5,44.0,66.7,Flow
MON-SEW-02687-2025-06,SEW-02687,Wastewater,2025,6,40.7,71.6,Flow
MON-SEW-02687-2025-07,SEW-02687,Wastewater,2025,7,48.1,65.9,Flow
MON-SEW-02687-2025-08,SEW-02687,Wastewater,2025,8,47.9,68.4,Flow
MON-SEW-02687-2025-09,SEW-02687,Wastewater,2025,9,42.8,58.9,Flow
MON-SEW-02687-2025-10,SEW-02687,Wastewater,2025,10,51.1,71.7,Flow
MON-SEW-02687-2025-11,SEW-02687,Wastewater,2025,11,56.5,75.8,Flow
MON-SEW-02687-2025-12,SEW-02687,Wastewater,2025,12,55.1,91.4,Flow
MON-SEW-04120-2025-01,SEW-04120,Wastewater,2025,1,33.3,55.4,Flow
MON-SEW-04120-2025-02,SEW-04120,Wastewater,2025,2,40.3,72.4,Flow
MON-SEW-04120-2025-03,SEW-04120,Wastewater,2025,3,39.3,55.6,Flow
MON-SEW-04120-2025-04,SEW-04120,Wastewater,2025,4,36.2,49.7,Flow
MON-SEW-04120-2025-05,SEW-04120,Wastewater,2025,5,27.8,43.1,Flow
MON-SEW-04120-2025-06,SEW-04120,Wastewater,2025,6,26.6,35.6,Flow
MON-SEW-04120-2025-07,SEW-04120,Wastewater,2025,7,32.6,49.4,Flow
MON-SEW-04120-2025-08,SEW-04120,Wastewater,2025,8,31.0,50.6,Flow
MON-SEW-04120-2025-09,SEW-04120,Wastewater,2025,9,33.8,48.2,Flow
MON-SEW-04120-2025-10,SEW-04120,Wastewater,2025,10,37.1,47.8,Flow
MON-SEW-04120-2025-11,SEW-04120,Wastewater,2025,11,32.7,45.1,Flow
MON-SEW-04120-2025-12,SEW-04120,Wastewater,2025,12,40.3,55.7,Flow
MON-SEW-01043-2025-01,SEW-01043,Wastewater,2025,1,120.0,150.0,Flow
MON-SEW-01043-2025-02,SEW-01043,Wastewater,2025,2,92.6,132.0,Flow
MON-SEW-01043-2025-03,SEW-01043,Wastewater,2025,3,107.3,150.0,Flow
MON-SEW-01043-2025-04,SEW-01043,Wastewater,2025,4,81.0,112.2,Flow
MON-SEW-01043-2025-05,SEW-01043,Wastewater,2025,5,95.4,150.0,Flow
MON-SEW-01043-2025-06,SEW-01043,Wastewater,2025,6,84.5,131.3,Flow
MON-SEW-01043-2025-07,SEW-01043,Wastewater,2025,7,74.9,93.1,Flow
MON-SEW-01043-2025-08,SEW-01043,Wastewater,2025,8,90.4,150.0,Flow
MON-SEW-01043-2025-09,SEW-01043,Wastewater,2025,9,100.2,150.0,Flow
MON-SEW-01043-2025-10,SEW-01043,Wastewater,2025,10,94.2,128.0,Flow
MON-SEW-01043-2025-11,SEW-01043,Wastewater,2025,11,113.0,150.0,Flow
MON-SEW-01043-2025-12,SEW-01043,Wastewater,2025,12,98.1,150.0,Flow
MON-SEW-02070-2025-01,SEW-02070,Wastewater,2025,1,33.1,50.8,Flow
MON-SEW-02070-2025-02,SEW-02070,Wastewater,2025,2,31.2,39.3,Flow
MON-SEW-02070-2025-03,SEW-02070,Wastewater,2025,3,34.8,50.7,Flow
MON-SEW-02070-2025-04,SEW-02070,Wastewater,2025,4,27.5,38.3,Flow
MON-SEW-02070-2025-05,SEW-02070,Wastewater,2025,5,26.2,45.1,Flow
MON-SEW-02070-2025-06,SEW-02070,Wastewater,2025,6,29.8,40.0,Flow
MON-SEW-02070-2025-07,SEW-02070,Wastewater,2025,7,26.1,41.1,Flow
MON-SEW-02070-2025-08,SEW-02070,Wastewater,2025,8,30.1,39.0,Flow
MON-SEW-02070-2025-09,SEW-02070,Wastewater,2025,9,26.7,37.1,Flow
MON-SEW-02070-2025-10,SEW-02070,Wastewater,2025,10,32.1,40.1,Flow
MON-SEW-02070-2025-11,SEW-02070,Wastewater,2025,11,27.4,36.6,Flow
MON-SEW-02070-2025-12,SEW-02070,Wastewater,2025,12,27.5,42.7,Flow
MON-SEW-01973-2025-01,SEW-01973,Wastewater,2025,1,75.2,120.5,Flow
MON-SEW-01973-2025-02,SEW-01973,Wastewater,2025,2,81.5,141.2,Flow
MON-SEW-01973-2025-03,SEW-01973,Wastewater,2025,3,82.5,145.9,Flow
MON-SEW-01973-2025-04,SEW-01973,Wastewater,2025,4,71.1,106.3,Flow
MON-SEW-01973-2025-05,SEW-01973,Wastewater,2025,5,73.5,107.9,Flow
MON-SEW-01973-2025-06,SEW-01973,Wastewater,2025,6,56.8,96.7,Flow
MON-SEW-01973-2025-07,SEW-01973,Wastewater,2025,7,69.2,97.8,Flow
MON-SEW-01973-2025-08,SEW-01973,Wastewater,2025,8,64.0,101.7,Flow
MON-SEW-01973-2025-09,SEW-01973,Wastewater,2025,9,63.5,107.4,Flow
MON-SEW-01973-2025-10,SEW-01973,Wastewater,2025,10,73.5,116.7,Flow
MON-SEW-01973-2025-11,SEW-01973,Wastewater,2025,11,70.2,103.7,Flow
MON-SEW-01973-2025-12,SEW-01973,Wastewater,2025,12,81.6,142.2,Flow
MON-SEW-02045-2025-01,SEW-02045,Wastewater,2025,1,33.0,59.2,Flow
MON-SEW-02045-2025-02,SEW-02045,Wastewater,2025,2,32.0,43.3,Flow
MON-SEW-02045-2025-03,SEW-02045,Wastewater,2025,3,25.2,33.6,Flow
MON-SEW-02045-2025-04,SEW-02045,Wastewater,2025,4,28.3,36.8,Flow
MON-SEW-02045-2025-05,SEW-02045,Wastewater,2025,5,27.6,44.6,Flow
MON-SEW-02045-2025-06,SEW-02045,Wastewater,2025,6,21.7,36.1,Flow
MON-SEW-02045-2025-07,SEW-02045,Wastewater,2025,7,21.9,31.1,Flow
MON-SEW-02045-2025-08,SEW-02045,Wastewater,2025,8,21.7,30.1,Flow
MON-SEW-02045-2025-09,SEW-02045,Wastewater,2025,9,27.0,33.4,Flow
MON-SEW-02045-2025-10,SEW-02045,Wastewater,2025,10,23.4,34.7,Flow
MON-SEW-02045-2025-11,SEW-02045,Wastewater,2025,11,26.9,34.7,Flow
MON-SEW-02045-2025-12,SEW-02045,Wastewater,2025,12,30.5,46.1,Flow
MON-SEW-01186-2025-01,SEW-01186,Wastewater,2025,1,38.2,54.1,Flow
MON-SEW-01186-2025-02,SEW-01186,Wastewater,2025,2,38.2,60.6,Flow
MON-SEW-01186-2025-03,SEW-01186,Wastewater,2025,3,34.5,48.7,Flow
MON-SEW-01186-2025-04,SEW-01186,Wastewater,2025,4,36.2,56.2,Flow
MON-SEW-01186-2025-05,SEW-01186,Wastewater,2025,5,33.2,59.3,Flow
MON-SEW-01186-2025-06,SEW-01186,Wastewater,2025,6,33.3,45.7,Flow
MON-SEW-01186-2025-07,SEW-01186,Wastewater,2025,7,24.4,42.7,Flow
MON-SEW-01186-2025-08,SEW-01186,Wastewater,2025,8,26.7,41.6,Flow
MON-SEW-01186-2025-09,SEW-01186,Wastewater,2025,9,28.6,37.6,Flow
MON-SEW-01186-2025-10,SEW-01186,Wastewater,2025,10,36.4,48.9,Flow
MON-SEW-01186-2025-11,SEW-01186,Wastewater,2025,11,29.9,45.3,Flow
MON-SEW-01186-2025-12,SEW-01186,Wastewater,2025,12,40.2,62.5,Flow
MON-SEW-02737-2025-01,SEW-02737,Wastewater,2025,1,31.7,46.2,Flow
MON-SEW-02737-2025-02,SEW-02737,Wastewater,2025,2,35.2,51.3,Flow
MON-SEW-02737-2025-03,SEW-02737,Wastewater,2025,3,27.2,48.4,Flow
MON-SEW-02737-2025-04,SEW-02737,Wastewater,2025,4,30.8,43.0,Flow
MON-SEW-02737-2025-05,SEW-02737,Wastewater,2025,5,28.5,35.2,Flow
MON-SEW-02737-2025-06,SEW-02737,Wastewater,2025,6,27.6,40.4,Flow
MON-SEW-02737-2025-07,SEW-02737,Wastewater,2025,7,27.6,39.2,Flow
MON-SEW-02737-2025-08,SEW-02737,Wastewater,2025,8,22.2,27.8,Flow
MON-SEW-02737-2025-09,SEW-02737,Wastewater,2025,9,25.4,41.0,Flow
MON-SEW-02737-2025-10,SEW-02737,Wastewater,2025,10,24.9,34.8,Flow
MON-SEW-02737-2025-11,SEW-02737,Wastewater,2025,11,32.6,54.5,Flow
MON-SEW-02737-2025-12,SEW-02737,Wastewater,2025,12,26.9,33.4,Flow
MON-SEW-01114-2025-01,SEW-01114,Wastewater,2025,1,70.9,112.5,Flow
MON-SEW-01114-2025-02,SEW-01114,Wastewater,2025,2,76.2,134.4,Flow
MON-SEW-01114-2025-03,SEW-01114,Wastewater,2025,3,58.0,93.3,Flow
MON-SEW-01114-2025-04,SEW-01114,Wastewater,2025,4,61.9,101.2,Flow
MON-SEW-01114-2025-05,SEW-01114,Wastewater,2025,5,53.7,66.7,Flow
MON-SEW-01114-2025-06,SEW-01114,Wastewater,2025,6,49.9,85.5,Flow
MON-SEW-01114-2025-07,SEW-01114,Wastewater,2025,7,48.6,84.2,Flow
MON-SEW-01114-2025-08,SEW-01114,Wastewater,2025,8,62.3,89.5,Flow
MON-SEW-01114-2025-09,SEW-01114,Wastewater,2025,9,53.8,83.9,Flow
MON-SEW-01114-2025-10,SEW-01114,Wastewater,2025,10,72.8,100.0,Flow
MON-SEW-01114-2025-11,SEW-01114,Wastewater,2025,11,63.5,90.8,Flow
MON-SEW-01114-2025-12,SEW-01114,Wastewater,2025,12,74.6,114.4,Flow
MON-SEW-03433-2025-01,SEW-03433,Wastewater,2025,1,94.1,117.2,Flow
MON-SEW-03433-2025-02,SEW-03433,Wastewater,2025,2,104.5,150.0,Flow
MON-SEW-03433-2025-03,SEW-03433,Wastewater,2025,3,96.1,150.0,Flow
MON-SEW-03433-2025-04,SEW-03433,Wastewater,2025,4,94.3,128.5,Flow
MON-SEW-03433-2025-05,SEW-03433,Wastewater,2025,5,70.7,119.3,Flow
MON-SEW-03433-2025-06,SEW-03433,Wastewater,2025,6,82.5,133.4,Flow
MON-SEW-03433-2025-07,SEW-03433,Wastewater,2025,7,85.9,109.1,Flow
MON-SEW-03433-2025-08,SEW-03433,Wastewater,2025,8,72.8,129.5,Flow
MON-SEW-03433-2025-09,SEW-03433,Wastewater,2025,9,71.1,122.7,Flow
MON-SEW-03433-2025-10,SEW-03433,Wastewater,2025,10,94.5,122.5,Flow
MON-SEW-03433-2025-11,SEW-03433,Wastewater,2025,11,81.8,114.9,Flow
MON-SEW-03433-2025-12,SEW-03433,Wastewater,2025,12,83.3,115.4,Flow
MON-SEW-01458-2025-01,SEW-01458,Wastewater,2025,1,63.2,88.4,Flow
MON-SEW-01458-2025-02,SEW-01458,Wastewater,2025,2,65.5,84.7,Flow
MON-SEW-01458-2025-03,SEW-01458,Wastewater,2025,3,63.8,97.4,Flow
MON-SEW-01458-2025-04,SEW-01458,Wastewater,2025,4,63.3,93.6,Flow
MON-SEW-01458-2025-05,SEW-01458,Wastewater,2025,5,48.4,73.3,Flow
MON-SEW-01458-2025-06,SEW-01458,Wastewater,2025,6,46.0,81.0,Flow
MON-SEW-01458-2025-07,SEW-01458,Wastewater,2025,7,49.9,84.7,Flow
MON-SEW-01458-2025-08,SEW-01458,Wastewater,2025,8,48.7,83.6,Flow
MON-SEW-01458-2025-09,SEW-01458,Wastewater,2025,9,59.1,95.7,Flow
MON-SEW-01458-2025-10,SEW-01458,Wastewater,2025,10,60.2,94.7,Flow
MON-SEW-01458-2025-11,SEW-01458,Wastewater,2025,11,67.8,86.6,Flow
MON-SEW-01458-2025-12,SEW-01458,Wastewater,2025,12,56.2,93.5,Flow
MON-SEW-00916-2025-01,SEW-00916,Wastewater,2025,1,102.0,124.6,Flow
MON-SEW-00916-2025-02,SEW-00916,Wastewater,2025,2,87.3,150.0,Flow
MON-SEW-00916-2025-03,SEW-00916,Wastewater,2025,3,104.7,150.0,Flow
MON-SEW-00916-2025-04,SEW-00916,Wastewater,2025,4,86.9,150.0,Flow
MON-SEW-00916-2025-05,SEW-00916,Wastewater,2025,5,77.5,137.4,Flow
MON-SEW-00916-2025-06,SEW-00916,Wastewater,2025,6,74.3,98.5,Flow
MON-SEW-00916-2025-07,SEW-00916,Wastewater,2025,7,88.4,138.4,Flow
MON-SEW-00916-2025-08,SEW-00916,Wastewater,2025,8,71.5,89.8,Flow
MON-SEW-00916-2025-09,SEW-00916,Wastewater,2025,9,96.9,135.0,Flow
MON-SEW-00916-2025-10,SEW-00916,Wastewater,2025,10,78.6,134.9,Flow
MON-SEW-00916-2025-11,SEW-00916,Wastewater,2025,11,105.5,150.0,Flow
MON-SEW-00916-2025-12,SEW-00916,Wastewater,2025,12,99.3,150.0,Flow
MON-SEW-03166-2025-01,SEW-03166,Wastewater,2025,1,66.4,110.1,Flow
MON-SEW-03166-2025-02,SEW-03166,Wastewater,2025,2,68.7,88.3,Flow
MON-SEW-03166-2025-03,SEW-03166,Wastewater,2025,3,63.4,81.6,Flow
MON-SEW-03166-2025-04,SEW-03166,Wastewater,2025,4,56.3,80.8,Flow
MON-SEW-03166-2025-05,SEW-03166,Wastewater,2025,5,57.3,69.0,Flow
MON-SEW-03166-2025-06,SEW-03166,Wastewater,2025,6,48.9,61.4,Flow
MON-SEW-03166-2025-07,SEW-03166,Wastewater,2025,7,50.9,62.3,Flow
MON-SEW-03166-2025-08,SEW-03166,Wastewater,2025,8,56.2,67.6,Flow
MON-SEW-03166-2025-09,SEW-03166,Wastewater,2025,9,50.9,89.5,Flow
MON-SEW-03166-2025-10,SEW-03166,Wastewater,2025,10,65.8,99.2,Flow
MON-SEW-03166-2025-11,SEW-03166,Wastewater,2025,11,72.3,99.0,Flow
MON-SEW-03166-2025-12,SEW-03166,Wastewater,2025,12,71.4,95.1,Flow
MON-SEW-01780-2025-01,SEW-01780,Wastewater,2025,1,72.8,89.6,Flow
MON-SEW-01780-2025-02,SEW-01780,Wastewater,2025,2,66.4,104.8,Flow
MON-SEW-01780-2025-03,SEW-01780,Wastewater,2025,3,63.5,93.3,Flow
MON-SEW-01780-2025-04,SEW-01780,Wastewater,2025,4,62.1,74.8,Flow
MON-SEW-01780-2025-05,SEW-01780,Wastewater,2025,5,55.1,76.8,Flow
MON-SEW-01780-2025-06,SEW-01780,Wastewater,2025,6,54.0,88.8,Flow
MON-SEW-01780-2025-07,SEW-01780,Wastewater,2025,7,58.5,90.2,Flow
MON-SEW-01780-2025-08,SEW-01780,Wastewater,2025,8,58.9,87.5,Flow
MON-SEW-01780-2025-09,SEW-01780,Wastewater,2025,9,55.1,70.9,Flow
MON-SEW-01780-2025-10,SEW-01780,Wastewater,2025,10,67.2,91.5,Flow
MON-SEW-01780-2025-11,SEW-01780,Wastewater,2025,11,76.7,112.5,Flow
MON-SEW-01780-2025-12,SEW-01780,Wastewater,2025,12,76.3,121.2,Flow
MON-SEW-00692-2025-01,SEW-00692,Wastewater,2025,1,90.2,140.7,Flow
MON-SEW-00692-2025-02,SEW-00692,Wastewater,2025,2,71.9,116.8,Flow
MON-SEW-00692-2025-03,SEW-00692,Wastewater,2025,3,75.6,130.9,Flow
MON-SEW-00692-2025-04,SEW-00692,Wastewater,2025,4,76.2,95.1,Flow
MON-SEW-00692-2025-05,SEW-00692,Wastewater,2025,5,61.9,96.7,Flow
MON-SEW-00692-2025-06,SEW-00692,Wastewater,2025,6,74.4,95.1,Flow
MON-SEW-00692-2025-07,SEW-00692,Wastewater,2025,7,74.0,131.8,Flow
MON-SEW-00692-2025-08,SEW-00692,Wastewater,2025,8,71.0,92.3,Flow
MON-SEW-00692-2025-09,SEW-00692,Wastewater,2025,9,68.1,105.3,Flow
MON-SEW-00692-2025-10,SEW-00692,Wastewater,2025,10,68.5,103.2,Flow
MON-SEW-00692-2025-11,SEW-00692,Wastewater,2025,11,80.9,134.1,Flow
MON-SEW-00692-2025-12,SEW-00692,Wastewater,2025,12,91.8,129.0,Flow
MON-SEW-00495-2025-01,SEW-00495,Wastewater,2025,1,80.5,99.1,Flow
MON-SEW-00495-2025-02,SEW-00495,Wastewater,2025,2,101.6,132.6,Flow
MON-SEW-00495-2025-03,SEW-00495,Wastewater,2025,3,78.9,95.6,Flow
MON-SEW-00495-2025-04,SEW-00495,Wastewater,2025,4,78.2,129.1,Flow
MON-SEW-00495-2025-05,SEW-00495,Wastewater,2025,5,90.1,114.7,Flow
MON-SEW-00495-2025-06,SEW-00495,Wastewater,2025,6,81.2,138.1,Flow
MON-SEW-00495-2025-07,SEW-00495,Wastewater,2025,7,83.2,126.7,Flow
MON-SEW-00495-2025-08,SEW-00495,Wastewater,2025,8,82.9,140.7,Flow
MON-SEW-00495-2025-09,SEW-00495,Wastewater,2025,9,89.7,141.3,Flow
