segment_id,system_type,corridor_name,district,pipe_class,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,ii_risk_flag,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-00648,Wastewater,Eisenman Rd,Southeast,collector,PVC,18,2239,11.9,2002,24,91,1,0.55,34.0,False,Medium,1172710,2025-09-29,Flow Monitoring,43.54922,-116.17143
SEW-00649,Wastewater,9th St,Downtown,lateral,Orangeburg,12,2043,14.2,1949,77,43,5,0.78,58.1,True,Medium,231153,2024-03-22,Smoke Test,43.6,-116.199742
SEW-00650,Wastewater,Orchard St,Southeast,collector,PVC,15,1479,7.2,1982,44,87,0,0.55,47.2,False,Low,596496,2022-11-24,Dye Test,43.595,-116.2
SEW-00651,Wastewater,Victory Rd,Southeast,collector,Concrete,24,840,14.9,1985,41,94,0,0.55,74.9,False,Medium,557889,2023-12-11,Manhole Inspection,43.57004,-116.2
SEW-00652,Wastewater,Federal Way,East Bench,collector,Concrete,12,384,21.2,1958,68,74,1,0.45,34.2,False,Low,128097,2024-01-04,Flow Monitoring,43.594769,-116.168687
SEW-00653,Wastewater,8th St,Downtown,lateral,Vitrified Clay,24,1613,6.1,1952,74,56,3,0.78,58.1,True,High,433672,2024-03-03,Dye Test,43.626,-116.197528
SEW-00654,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,18,668,11.5,1929,97,29,4,0.78,53.1,True,Low,224146,2022-09-26,Dye Test,43.606026,-116.22
SEW-00655,Wastewater,Overland Rd,Southeast,collector,Vitrified Clay,12,2123,12.6,1972,54,53,4,0.55,59.2,True,Medium,543743,2023-03-08,CCTV,43.588528,-116.156139
SEW-00656,Wastewater,Eagle Rd,West Boise,trunk,Ductile Iron,36,2234,11.8,2003,23,94,0,0.5,42.2,False,High,1329233,2023-06-24,Smoke Test,43.625221,-116.352411
SEW-00657,Wastewater,Orchard St,Southeast,collector,Concrete,12,2394,10.9,1995,31,83,1,0.55,52.3,False,Low,788603,2025-05-28,Dye Test,43.560126,-116.2
SEW-00658,Wastewater,8th St,Downtown,lateral,Vitrified Clay,18,1579,15.6,1962,64,56,5,0.78,75.6,True,Medium,504638,2025-06-28,Manhole Inspection,43.6,-116.196601
SEW-00659,Wastewater,Five Mile Rd,Southwest,collector,Vitrified Clay,21,2411,10.0,1974,52,63,5,0.6,63.2,True,Low,937415,2022-11-07,Smoke Test,43.560068,-116.295514
SEW-00660,Wastewater,Capitol Blvd,Downtown,trunk,Orangeburg,48,964,24.2,1965,61,71,7,0.78,85.2,True,High,795798,2022-12-07,Dye Test,43.617147,-116.202722
SEW-00661,Wastewater,Milwaukee St,Southeast,lateral,Concrete,18,445,8.0,1991,35,82,0,0.55,79.7,False,Low,84115,2024-03-28,Flow Monitoring,43.566782,-116.2
SEW-00662,Wastewater,Overland Rd,Southeast,collector,PVC,12,1033,10.7,1975,51,86,0,0.55,94.9,False,Low,169653,2024-08-06,Flow Monitoring,43.590076,-116.2
SEW-00663,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,12,814,21.5,1932,94,40,10,0.72,64.7,True,Medium,232530,2023-06-23,Flow Monitoring,43.652677,-116.205177
SEW-00664,Wastewater,McMillan Rd,West Boise,collector,Ductile Iron,15,852,20.8,1992,34,96,0,0.5,44.0,False,Medium,196052,2025-09-07,Flow Monitoring,43.641636,-116.347669
SEW-00665,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,24,1485,23.0,1928,98,31,1,0.78,71.9,True,High,530756,2025-06-01,Flow Monitoring,43.619128,-116.198797
SEW-00666,Wastewater,Ten Mile Rd,West Boise,collector,Ductile Iron,15,658,7.4,1998,28,90,1,0.5,18.6,False,Medium,262277,2022-12-23,Manhole Inspection,43.620678,-116.315999
SEW-00667,Wastewater,Orchard St,Southeast,collector,Vitrified Clay,15,700,21.6,1960,66,58,6,0.55,87.5,True,Low,301304,2024-08-06,Flow Monitoring,43.595,-116.2
SEW-00668,Wastewater,Hill Rd,North End,collector,Cast Iron,12,917,13.2,1934,92,35,10,0.72,64.1,True,Critical,408211,2022-12-06,Manhole Inspection,43.658285,-116.23
SEW-00669,Wastewater,Eagle Rd,West Boise,trunk,PVC,36,2435,24.3,1997,29,97,0,0.5,25.0,False,Medium,1892117,2023-11-20,Flow Monitoring,43.618903,-116.352904
SEW-00670,Wastewater,Cloverdale Rd,West Boise,collector,PVC,18,286,5.7,2013,13,91,0,0.5,29.0,False,Low,133567,2025-08-13,Smoke Test,43.631632,-116.333569
SEW-00671,Wastewater,Eastman St,North End,lateral,Vitrified Clay,12,1775,12.3,1960,66,55,6,0.72,93.8,True,High,754197,2024-08-05,Flow Monitoring,43.639856,-116.17
SEW-00672,Wastewater,Vista Ave,Southeast,collector,Concrete,21,1246,20.1,1955,71,72,2,0.55,47.3,False,Low,346501,2025-01-08,Flow Monitoring,43.559071,-116.2
SEW-00673,Wastewater,Ustick Rd,West Boise,collector,PVC,21,338,20.6,2010,16,100,1,0.5,13.1,False,Low,127351,2024-01-21,Flow Monitoring,43.631644,-116.333592
SEW-00674,Wastewater,8th St,Downtown,lateral,Cast Iron,18,1268,17.0,1935,91,28,9,0.78,84.8,True,Low,636457,2023-05-19,CCTV,43.613507,-116.197889
SEW-00675,Wastewater,Franklin Rd,West Boise,collector,PVC,15,2016,13.0,1993,33,100,0,0.5,26.1,False,Medium,772001,2025-06-17,CCTV,43.608746,-116.319113
SEW-00676,Wastewater,Broadway Ave,Downtown,trunk,Vitrified Clay,48,732,20.9,1970,56,44,5,0.78,73.5,True,High,346777,2025-03-04,Manhole Inspection,43.626,-116.186885
SEW-00677,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,18,1354,8.6,1962,64,58,2,0.72,73.8,True,Low,719862,2022-09-21,Smoke Test,43.626,-116.200513
SEW-00678,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,48,1136,9.0,1926,100,49,6,0.78,84.8,True,Critical,899086,2023-09-03,Dye Test,43.626,-116.198155
SEW-00679,Wastewater,Milwaukee St,Southeast,lateral,PVC,12,1265,8.4,1993,33,86,0,0.55,63.6,False,Critical,413524,2022-12-22,Flow Monitoring,43.54,-116.2
SEW-00680,Wastewater,Eisenman Rd,Southeast,collector,PVC,12,1119,22.2,2021,5,95,0,0.55,29.6,False,Medium,461977,2023-02-24,Flow Monitoring,43.567085,-116.171857
SEW-00681,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,15,1082,18.5,1952,74,44,5,0.78,76.4,True,Medium,315286,2025-02-07,CCTV,43.618971,-116.218363
SEW-00682,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,8,1164,12.4,1941,85,52,8,0.72,92.4,True,Medium,382795,2025-11-11,Flow Monitoring,43.637706,-116.17
SEW-00683,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,21,1069,19.7,1945,81,44,6,0.78,91.8,True,High,274906,2025-08-04,CCTV,43.61728,-116.184324
SEW-00684,Wastewater,Parkcenter Blvd,East Bench,trunk,Vitrified Clay,42,1651,24.3,1970,56,59,5,0.45,67.1,True,Medium,1064327,2025-08-31,CCTV,43.626,-116.175
SEW-00685,Wastewater,Eastman St,North End,lateral,Concrete,18,1760,12.4,1957,69,82,3,0.72,73.7,False,Medium,1011864,2024-11-30,Manhole Inspection,43.639815,-116.211424
SEW-00686,Wastewater,Broadway Ave,Downtown,trunk,PVC,42,1589,11.3,1987,39,97,0,0.78,80.3,False,Critical,942470,2025-04-07,Manhole Inspection,43.626,-116.190208
SEW-00687,Wastewater,Front St,Downtown,collector,Vitrified Clay,21,1350,10.7,1933,93,35,5,0.78,100.0,True,Medium,772852,2024-06-10,Dye Test,43.607487,-116.175
SEW-00688,Wastewater,Federal Way,East Bench,collector,Ductile Iron,15,1492,24.0,1982,44,77,0,0.45,54.5,False,Low,524101,2023-06-15,CCTV,43.598421,-116.158698
SEW-00689,Wastewater,Fort St,North End,lateral,Vitrified Clay,10,423,10.2,1934,92,35,5,0.72,78.9,True,Medium,152043,2023-02-23,CCTV,43.636379,-116.23
SEW-00690,Wastewater,Gowen Rd,Southeast,lateral,HDPE,10,2497,21.9,2012,14,94,0,0.55,42.9,False,High,1048606,2025-05-25,Smoke Test,43.542911,-116.158561
SEW-00691,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,30,889,16.3,1936,90,31,9,0.72,100.0,True,Critical,500056,2025-11-24,Dye Test,43.6385,-116.176194
SEW-00692,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,8,1905,15.0,1966,60,66,7,0.6,76.0,True,Medium,230877,2024-04-29,CCTV,43.6,-116.223523
SEW-00693,Wastewater,Broadway Ave,Southeast,trunk,PVC,48,634,6.6,1978,48,87,0,0.55,85.5,False,High,570055,2023-05-18,Manhole Inspection,43.594958,-116.190077
SEW-00694,Wastewater,Amity Rd,Southwest,collector,PVC,18,379,11.5,1990,36,86,0,0.6,53.5,False,Low,175586,2022-09-24,Smoke Test,43.553937,-116.238928
SEW-00695,Wastewater,Hill Rd,North End,collector,Vitrified Clay,18,1523,15.9,1928,98,25,7,0.72,76.2,True,High,612674,2024-06-28,Smoke Test,43.661789,-116.195496
SEW-00696,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,15,565,12.8,1950,76,47,3,0.72,30.8,True,Medium,160711,2025-01-21,CCTV,43.64582,-116.206671
SEW-00697,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,21,1470,12.2,1956,70,52,11,0.45,84.1,True,Medium,258462,2024-10-19,Flow Monitoring,43.610422,-116.156719
SEW-00698,Wastewater,Gowen Rd,Southeast,lateral,HDPE,12,2151,6.8,2014,12,96,0,0.55,26.6,False,Medium,578650,2024-11-16,Flow Monitoring,43.541611,-116.149973
SEW-00699,Wastewater,Ustick Rd,West Boise,collector,HDPE,12,365,18.5,2017,9,99,0,0.5,31.4,False,Low,131051,2023-02-22,Dye Test,43.63308,-116.262138
SEW-00700,Wastewater,Ustick Rd,West Boise,collector,PVC,12,1390,21.0,2023,3,96,0,0.5,48.6,False,Low,306018,2024-03-27,Smoke Test,43.632809,-116.333665
SEW-00701,Wastewater,Maple Grove Rd,Southwest,collector,PVC,18,395,15.3,1982,44,88,0,0.6,74.3,False,Medium,141815,2023-04-26,Dye Test,43.57908,-116.273496
SEW-00702,Wastewater,Eastman St,North End,lateral,Vitrified Clay,8,1243,5.3,1947,79,44,7,0.72,100.0,True,Medium,433386,2024-11-24,Flow Monitoring,43.641513,-116.181508
SEW-00703,Wastewater,Front St,Downtown,collector,Vitrified Clay,21,1419,20.1,1930,96,47,5,0.78,71.8,True,Low,504558,2024-01-03,Smoke Test,43.604884,-116.187072
SEW-00704,Wastewater,Hill Rd,North End,collector,Vitrified Clay,12,1262,15.7,1936,90,38,4,0.72,58.1,True,High,129151,2024-12-16,Flow Monitoring,43.66223,-116.23
SEW-00705,Wastewater,Eisenman Rd,Southeast,collector,PVC,24,2193,17.3,2015,11,94,0,0.55,56.9,False,Low,1122202,2023-09-16,Manhole Inspection,43.54,-116.168121
SEW-00706,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,15,256,18.9,1933,93,42,11,0.78,73.4,True,Critical,48912,2023-03-23,Smoke Test,43.605145,-116.175
SEW-00707,Wastewater,McMillan Rd,West Boise,collector,PVC,21,2406,14.3,2005,21,95,0,0.5,28.7,False,Critical,884894,2024-12-27,Smoke Test,43.641145,-116.325927
SEW-00708,Wastewater,Joplin Rd,West Boise,trunk,PVC,42,2131,9.9,2018,8,99,0,0.5,5.0,False,Medium,882387,2023-09-22,CCTV,43.6,-116.310303
SEW-00709,Wastewater,Parkcenter Blvd,East Bench,trunk,Vitrified Clay,24,1968,19.7,1955,71,50,5,0.45,50.3,True,High,905549,2024-04-16,CCTV,43.626,-116.175
SEW-00710,Wastewater,Orchard St,Southeast,collector,Ductile Iron,21,2302,18.6,1980,46,77,0,0.55,60.4,False,Medium,1247403,2025-07-31,Dye Test,43.590283,-116.2
SEW-00711,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,48,1493,18.0,1952,74,55,9,0.78,94.3,True,Critical,1415013,2023-12-23,Flow Monitoring,43.61526,-116.202393
SEW-00712,Wastewater,Eagle Rd,West Boise,trunk,PVC,24,860,11.9,2017,9,100,0,0.5,47.6,False,Critical,225547,2024-01-08,Dye Test,43.608041,-116.355847
SEW-00713,Wastewater,Cloverdale Rd,West Boise,collector,HDPE,15,1401,13.3,2019,7,85,0,0.5,64.4,False,Medium,727626,2023-11-26,Flow Monitoring,43.63784,-116.336658
SEW-00714,Wastewater,Broadway Ave,Downtown,trunk,PVC,30,1356,14.7,1994,32,82,0,0.78,38.8,False,Critical,353573,2023-03-01,CCTV,43.626,-116.190483
SEW-00715,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,18,1161,5.4,1986,40,91,1,0.55,58.6,False,Medium,619727,2025-01-12,Smoke Test,43.586257,-116.2
SEW-00716,Wastewater,Five Mile Rd,Southwest,collector,Concrete,12,1583,7.4,1957,69,70,1,0.6,47.0,False,High,300197,2024-01-06,Manhole Inspection,43.56945,-116.294295
SEW-00717,Wastewater,Front St,Downtown,collector,Vitrified Clay,18,819,17.1,1960,66,53,9,0.78,100.0,True,Critical,136899,2023-06-20,Flow Monitoring,43.60812,-116.175104
SEW-00718,Wastewater,Franklin Rd,West Boise,collector,PVC,12,617,7.1,1997,29,77,0,0.5,23.8,False,Low,217165,2023-11-23,Smoke Test,43.608942,-116.326642
SEW-00719,Wastewater,Ten Mile Rd,West Boise,collector,PVC,21,2272,8.1,2008,18,89,0,0.5,17.6,False,Low,708360,2025-03-26,Smoke Test,43.614871,-116.313777
SEW-00720,Wastewater,Gowen Rd,Southeast,lateral,HDPE,10,226,11.8,2016,10,97,0,0.55,5.0,False,High,64158,2023-11-01,Flow Monitoring,43.541472,-116.133268
SEW-00721,Wastewater,Shaw Mountain Rd,East Bench,lateral,PVC,15,1205,13.4,1995,31,82,0,0.45,38.0,False,Low,251227,2023-08-09,Flow Monitoring,43.591064,-116.14486
SEW-00722,Wastewater,Eisenman Rd,Southeast,collector,PVC,18,321,19.4,2023,3,89,0,0.55,29.4,False,Critical,116262,2024-01-10,Manhole Inspection,43.545406,-116.168379
SEW-00723,Wastewater,Broadway Ave,Southeast,trunk,Cast Iron,42,451,23.5,1965,61,47,6,0.55,21.8,True,High,137430,2023-01-03,Manhole Inspection,43.559461,-116.190777
SEW-00724,Wastewater,Overland Rd,Southeast,collector,Concrete,24,1446,11.9,1980,46,83,1,0.55,48.2,False,Low,847196,2025-02-05,Flow Monitoring,43.589329,-116.2
SEW-00725,Wastewater,Gowen Rd,Southeast,lateral,Ductile Iron,6,2429,13.8,2003,23,86,0,0.55,61.7,False,Low,474243,2023-08-27,Smoke Test,43.543746,-116.148545
SEW-00726,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,12,2401,19.8,1930,96,34,5,0.45,57.8,True,Low,361115,2024-04-30,Smoke Test,43.607007,-116.146992
SEW-00727,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,24,1478,8.2,1957,69,43,6,0.78,90.7,True,Low,223433,2024-06-21,Smoke Test,43.607128,-116.179436
SEW-00728,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,24,652,10.2,1952,74,50,6,0.45,46.6,True,High,268675,2025-03-22,Flow Monitoring,43.609392,-116.137673
SEW-00729,Wastewater,Warm Springs Ave,East Bench,collector,Concrete,12,2056,19.9,1961,65,76,1,0.45,76.1,False,Low,683902,2022-12-06,Dye Test,43.607034,-116.175
SEW-00730,Wastewater,15th St,North End,lateral,Concrete,10,1425,19.3,1947,79,68,4,0.72,94.2,False,Low,494240,2023-01-03,Smoke Test,43.627763,-116.206291
SEW-00731,Wastewater,8th St,Downtown,lateral,Concrete,12,2315,12.2,1945,81,75,1,0.78,100.0,False,Low,322236,2023-08-12,CCTV,43.61959,-116.195063
SEW-00732,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,21,732,12.4,1928,98,40,7,0.78,81.5,True,Medium,288655,2023-01-05,Flow Monitoring,43.606858,-116.204307
SEW-00733,Wastewater,Eastman St,North End,lateral,Concrete,10,2243,18.8,1962,64,75,0,0.72,47.9,False,Low,1010203,2023-08-02,Smoke Test,43.641819,-116.17
SEW-00734,Wastewater,Lander St,Downtown,trunk,Orangeburg,30,2185,19.1,1957,69,59,4,0.78,90.9,True,Critical,1498419,2024-09-23,Flow Monitoring,43.602267,-116.22
SEW-00735,Wastewater,Victory Rd,Southeast,collector,Concrete,15,2489,17.0,1957,69,77,2,0.55,81.5,False,High,714736,2022-09-19,Manhole Inspection,43.569216,-116.158854
SEW-00736,Wastewater,Front St,Downtown,collector,Vitrified Clay,15,682,11.1,1958,68,46,6,0.78,82.0,True,Low,218828,2025-02-14,Dye Test,43.605229,-116.175
SEW-00737,Wastewater,Overland Rd,Southeast,collector,Vitrified Clay,18,1361,14.8,1958,68,36,5,0.55,96.8,True,Medium,239180,2025-09-02,Flow Monitoring,43.586293,-116.16947
SEW-00738,Wastewater,Victory Rd,Southeast,collector,PVC,18,2052,14.5,1991,35,89,0,0.55,48.9,False,Medium,939520,2025-02-22,Dye Test,43.572402,-116.172492
SEW-00739,Wastewater,Ustick Rd,West Boise,collector,HDPE,21,2039,6.8,2019,7,100,0,0.5,46.7,False,Medium,906097,2023-10-01,Smoke Test,43.630894,-116.281771
SEW-00740,Wastewater,Broadway Ave,Southeast,trunk,PVC,48,387,19.7,1976,50,84,0,0.55,77.0,False,Medium,288470,2025-10-13,Dye Test,43.595,-116.18566
SEW-00741,Wastewater,Ustick Rd,West Boise,collector,PVC,24,707,24.1,2009,17,97,0,0.5,37.0,False,Low,304545,2022-09-22,Dye Test,43.633863,-116.333188
SEW-00742,Wastewater,Fort St,North End,lateral,Concrete,15,2258,23.7,1955,71,78,1,0.72,97.3,False,Critical,423077,2024-10-07,Smoke Test,43.640381,-116.23
SEW-00743,Wastewater,Cloverdale Rd,West Boise,collector,PVC,12,2385,5.9,2018,8,92,0,0.5,38.7,False,Critical,1060823,2023-06-21,Smoke Test,43.628548,-116.336589
SEW-00744,Wastewater,Overland Rd,Southeast,collector,Concrete,24,1499,24.6,1956,70,72,0,0.55,93.3,False,Medium,645661,2024-11-23,Manhole Inspection,43.587292,-116.2
SEW-00745,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,18,1868,24.2,1934,92,42,7,0.78,77.0,True,Low,380414,2024-04-01,Flow Monitoring,43.608072,-116.22
SEW-00746,Wastewater,8th St,Downtown,lateral,Concrete,15,783,12.5,1945,81,65,1,0.78,94.6,False,High,367927,2024-10-14,Smoke Test,43.606026,-116.198055
SEW-00747,Wastewater,Franklin Rd,West Boise,collector,Ductile Iron,21,2283,7.3,2005,21,88,2,0.5,31.3,False,Medium,360259,2023-08-22,CCTV,43.608514,-116.299196
SEW-00748,Wastewater,Victory Rd,Southeast,collector,Vitrified Clay,21,1157,16.1,1956,70,53,7,0.55,49.9,True,High,491465,2022-10-23,Smoke Test,43.572482,-116.2
SEW-00749,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,21,2026,9.1,1961,65,53,4,0.45,99.2,True,Medium,1253484,2024-12-23,Smoke Test,43.605503,-116.154136
SEW-00750,Wastewater,Cole Rd,Southwest,collector,PVC,24,2050,24.2,1982,44,88,0,0.6,51.3,False,Medium,971038,2024-12-25,CCTV,43.54,-116.254124
SEW-00751,Wastewater,Bannock St,Downtown,lateral,Concrete,21,1319,12.6,1955,71,83,1,0.78,83.2,False,Medium,402981,2023-01-22,Manhole Inspection,43.613587,-116.175
SEW-00752,Wastewater,Front St,Downtown,collector,Vitrified Clay,24,486,7.5,1935,91,42,6,0.78,100.0,True,Medium,103017,2024-05-09,Flow Monitoring,43.604804,-116.213376
SEW-00753,Wastewater,Hill Rd,North End,collector,Concrete,24,1503,17.7,1964,62,69,0,0.72,86.4,False,Low,1005393,2024-05-22,Smoke Test,43.662304,-116.179367
SEW-00754,Wastewater,Chinden Blvd,West Boise,collector,Ductile Iron,18,1062,5.3,2010,16,100,1,0.5,62.4,False,Medium,472113,2025-11-28,Dye Test,43.652759,-116.302039
SEW-00755,Wastewater,Victory Rd,Southeast,collector,Concrete,12,910,19.1,1955,71,71,1,0.55,73.6,False,Medium,368537,2025-06-27,Dye Test,43.569479,-116.163379
SEW-00756,Wastewater,Capitol Blvd,Downtown,trunk,Cast Iron,24,1645,17.0,1953,73,48,5,0.78,69.7,True,Medium,569815,2025-11-15,CCTV,43.626,-116.201742
SEW-00757,Wastewater,Eisenman Rd,Southeast,collector,PVC,15,2020,20.2,2013,13,98,0,0.55,29.6,False,Low,819557,2024-11-05,CCTV,43.54,-116.168541
SEW-00758,Wastewater,Fairview Ave,West Boise,trunk,HDPE,30,1159,5.7,2009,17,97,0,0.5,22.8,False,Medium,530344,2024-09-30,CCTV,43.618881,-116.257616
SEW-00759,Wastewater,Fort St,North End,lateral,Vitrified Clay,15,1822,15.0,1965,61,65,5,0.72,87.7,True,High,334023,2022-10-01,Dye Test,43.635666,-116.222812
SEW-00760,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,12,467,7.5,1966,60,59,5,0.6,56.6,True,Low,221089,2022-12-27,Manhole Inspection,43.587053,-116.220524
SEW-00761,Wastewater,Fort St,North End,lateral,Cast Iron,12,2382,22.7,1926,100,34,4,0.72,84.8,True,Medium,240062,2025-08-18,Manhole Inspection,43.638687,-116.190546
SEW-00762,Wastewater,Milwaukee St,Southeast,lateral,PVC,10,1322,14.9,1981,45,88,0,0.55,66.2,False,Critical,381381,2024-08-30,CCTV,43.54,-116.2
SEW-00763,Wastewater,28th St,North End,lateral,Concrete,8,2380,8.9,1951,75,83,3,0.72,55.3,False,Medium,277976,2025-10-12,Smoke Test,43.645909,-116.217969
SEW-00764,Wastewater,Eagle Rd,West Boise,trunk,PVC,24,1223,6.3,2017,9,95,0,0.5,30.1,False,Critical,582344,2023-07-02,CCTV,43.60075,-116.355025
SEW-00765,Wastewater,Victory Rd,Southwest,collector,Concrete,18,1225,11.8,1995,31,89,0,0.6,44.2,False,Medium,176023,2024-08-05,CCTV,43.567647,-116.300931
SEW-00766,Wastewater,Amity Rd,Southwest,collector,PVC,12,2028,6.2,2018,8,94,0,0.6,42.5,False,Medium,229848,2025-07-22,Smoke Test,43.553474,-116.308157
SEW-00767,Wastewater,Bannock St,Downtown,lateral,Orangeburg,10,424,6.3,1953,73,47,7,0.78,100.0,True,Medium,147876,2024-04-08,Flow Monitoring,43.611809,-116.189905
SEW-00768,Wastewater,Broadway Ave,Southeast,trunk,Vitrified Clay,48,1883,18.2,1961,65,53,5,0.55,55.7,True,High,408280,2023-07-10,Dye Test,43.546649,-116.187403
SEW-00769,Wastewater,Fairview Ave,West Boise,trunk,PVC,36,306,8.8,1996,30,86,0,0.5,46.5,False,High,74251,2025-07-17,Dye Test,43.615724,-116.308745
SEW-00770,Wastewater,Fort St,North End,lateral,Vitrified Clay,15,716,13.4,1961,65,64,1,0.72,49.1,True,Medium,304253,2024-07-23,Smoke Test,43.638824,-116.224497
SEW-00771,Wastewater,Front St,Downtown,collector,Cast Iron,15,1476,18.0,1928,98,39,11,0.78,67.7,True,Medium,391104,2022-11-20,Smoke Test,43.606507,-116.20395
SEW-00772,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,36,1604,15.4,1955,71,47,6,0.78,69.0,True,Critical,1001668,2024-08-03,Dye Test,43.6,-116.186378
SEW-00773,Wastewater,Overland Rd,Southwest,trunk,Vitrified Clay,42,1608,23.2,1958,68,50,2,0.6,56.9,True,High,1265175,2023-04-03,Flow Monitoring,43.586172,-116.29397
SEW-00774,Wastewater,Amity Rd,Southwest,collector,HDPE,24,1574,8.2,2011,15,100,0,0.6,39.8,False,Low,603062,2025-09-07,Flow Monitoring,43.553697,-116.281504
SEW-00775,Wastewater,15th St,North End,lateral,Vitrified Clay,15,1113,9.3,1925,101,29,11,0.72,58.6,True,Low,354607,2024-01-24,Flow Monitoring,43.660458,-116.208201
SEW-00776,Wastewater,Hill Rd,North End,collector,Concrete,15,227,5.6,1950,76,65,0,0.72,100.0,False,Medium,36143,2024-10-30,Dye Test,43.659177,-116.23
SEW-00777,Wastewater,Franklin Rd,West Boise,collector,PVC,12,321,9.4,2013,13,90,0,0.5,27.9,False,High,65740,2022-10-24,Smoke Test,43.605195,-116.307272
SEW-00778,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,12,921,5.4,1937,89,30,6,0.72,78.4,True,Medium,341673,2025-04-19,Manhole Inspection,43.670431,-116.197536
SEW-00779,Wastewater,Hill Rd,North End,collector,Vitrified Clay,21,1183,8.4,1944,82,35,3,0.72,100.0,True,Low,466905,2023-06-28,CCTV,43.659218,-116.225212
SEW-00780,Wastewater,9th St,Downtown,lateral,Vitrified Clay,15,735,12.6,1934,92,41,9,0.78,67.7,True,Medium,200048,2024-07-20,CCTV,43.626,-116.20085
SEW-00781,Wastewater,Franklin Rd,West Boise,collector,PVC,24,1404,6.1,2002,24,97,0,0.5,18.0,False,Low,798613,2023-01-27,Dye Test,43.608738,-116.303786
SEW-00782,Wastewater,Orchard St,Southeast,collector,Orangeburg,12,2127,8.3,1968,58,47,7,0.55,9.0,True,Low,542908,2023-01-25,Manhole Inspection,43.595,-116.2
SEW-00783,Wastewater,Orchard St,Southeast,collector,PVC,21,933,18.9,1988,38,94,0,0.55,56.9,False,Medium,457683,2024-06-01,Dye Test,43.568746,-116.2
SEW-00784,Wastewater,Broadway Ave,Southeast,trunk,Ductile Iron,48,349,14.0,1995,31,99,1,0.55,70.0,False,Critical,140649,2023-07-16,Flow Monitoring,43.544576,-116.185631
SEW-00785,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,8,1732,20.0,1965,61,50,5,0.6,97.9,True,Medium,332296,2024-08-18,Dye Test,43.560362,-116.224491
SEW-00786,Wastewater,Front St,Downtown,collector,Vitrified Clay,24,1577,13.2,1954,72,42,6,0.78,78.6,True,Medium,904646,2023-10-11,CCTV,43.605557,-116.207596
SEW-00787,Wastewater,Harrison Blvd,North End,collector,Concrete,15,1287,6.6,1953,73,80,4,0.72,60.7,False,Medium,613094,2025-06-25,Manhole Inspection,43.654628,-116.200845
SEW-00788,Wastewater,15th St,North End,lateral,Vitrified Clay,8,685,9.0,1931,95,42,5,0.72,98.3,True,Medium,107695,2024-03-23,Manhole Inspection,43.626,-116.21077
SEW-00789,Wastewater,Fort St,North End,lateral,Orangeburg,36,764,19.8,1963,63,50,0,0.72,55.5,True,Critical,610985,2024-03-29,Manhole Inspection,43.64099,-116.184809
SEW-00790,Wastewater,Boise Ave,East Bench,collector,Concrete,21,248,20.2,1980,46,80,0,0.45,64.9,False,Medium,50303,2024-08-25,Smoke Test,43.599832,-116.170988
SEW-00791,Wastewater,Victory Rd,Southeast,collector,Ductile Iron,24,2463,14.2,1969,57,72,1,0.55,62.2,False,Medium,1396032,2024-11-13,Flow Monitoring,43.571546,-116.177199
SEW-00792,Wastewater,Eagle Rd,West Boise,trunk,PVC,30,1996,12.5,2016,10,100,0,0.5,50.4,False,Critical,1017451,2025-11-13,Flow Monitoring,43.620998,-116.353649
SEW-00793,Wastewater,Chinden Blvd,West Boise,collector,HDPE,18,1123,13.1,2012,14,100,0,0.5,31.3,False,Medium,545238,2024-02-04,Dye Test,43.652515,-116.295139
SEW-00794,Wastewater,Capitol Blvd,Downtown,trunk,Orangeburg,24,769,11.6,1961,65,54,4,0.78,88.7,True,High,368068,2023-09-24,Flow Monitoring,43.6,-116.198284
