traffic_id,segment_id,year,month,aadt,heavy_vehicle_pct,peak_hour_volume,congestion_index
TRF-SEG-0073-2025-11,SEG-0073,2025,11,5313,14.5,522,0.12
TRF-SEG-0073-2025-12,SEG-0073,2025,12,5185,19.4,451,0.89
TRF-SEG-0074-2025-01,SEG-0074,2025,1,55900,19.2,6540,0.44
TRF-SEG-0074-2025-02,SEG-0074,2025,2,53676,5.8,5700,0.31
TRF-SEG-0074-2025-03,SEG-0074,2025,3,51992,11.2,5194,0.44
TRF-SEG-0074-2025-04,SEG-0074,2025,4,52562,7.9,5918,0.81
TRF-SEG-0074-2025-05,SEG-0074,2025,5,55146,19.6,5100,0.68
TRF-SEG-0074-2025-06,SEG-0074,2025,6,59129,9.7,5150,0.22
TRF-SEG-0074-2025-07,SEG-0074,2025,7,58874,24.7,6716,0.34
TRF-SEG-0074-2025-08,SEG-0074,2025,8,67230,3.6,7051,0.37
TRF-SEG-0074-2025-09,SEG-0074,2025,9,61869,14.0,6789,0.6
TRF-SEG-0074-2025-10,SEG-0074,2025,10,65136,19.1,6492,0.22
TRF-SEG-0074-2025-11,SEG-0074,2025,11,64320,15.3,6230,0.49
TRF-SEG-0074-2025-12,SEG-0074,2025,12,62983,6.7,7407,0.71
TRF-SEG-0075-2025-01,SEG-0075,2025,1,2222,5.8,218,0.86
TRF-SEG-0075-2025-02,SEG-0075,2025,2,1943,24.7,195,0.78
TRF-SEG-0075-2025-03,SEG-0075,2025,3,1919,11.5,180,0.66
TRF-SEG-0075-2025-04,SEG-0075,2025,4,1787,6.4,152,0.89
TRF-SEG-0075-2025-05,SEG-0075,2025,5,1995,16.7,194,0.9
TRF-SEG-0075-2025-06,SEG-0075,2025,6,2088,12.7,238,0.32
TRF-SEG-0075-2025-07,SEG-0075,2025,7,2179,13.4,246,0.63
TRF-SEG-0075-2025-08,SEG-0075,2025,8,2326,17.1,219,0.13
TRF-SEG-0075-2025-09,SEG-0075,2025,9,2598,5.4,260,0.5
TRF-SEG-0075-2025-10,SEG-0075,2025,10,2451,9.6,210,0.29
TRF-SEG-0075-2025-11,SEG-0075,2025,11,2555,20.9,235,0.35
TRF-SEG-0075-2025-12,SEG-0075,2025,12,2267,19.3,215,0.22
TRF-SEG-0076-2025-01,SEG-0076,2025,1,20334,4.9,2269,0.45
TRF-SEG-0076-2025-02,SEG-0076,2025,2,19266,19.2,1815,0.39
TRF-SEG-0076-2025-03,SEG-0076,2025,3,19094,6.8,2268,0.63
TRF-SEG-0076-2025-04,SEG-0076,2025,4,17773,9.2,2003,0.71
TRF-SEG-0076-2025-05,SEG-0076,2025,5,17664,18.6,1761,0.26
TRF-SEG-0076-2025-06,SEG-0076,2025,6,20221,14.7,1992,0.1
TRF-SEG-0076-2025-07,SEG-0076,2025,7,22271,8.1,1982,0.64
TRF-SEG-0076-2025-08,SEG-0076,2025,8,24390,14.0,2794,0.75
TRF-SEG-0076-2025-09,SEG-0076,2025,9,25381,14.6,2311,0.74
TRF-SEG-0076-2025-10,SEG-0076,2025,10,25085,24.8,2413,0.79
TRF-SEG-0076-2025-11,SEG-0076,2025,11,22614,21.6,2547,0.89
TRF-SEG-0076-2025-12,SEG-0076,2025,12,22125,6.5,2547,0.35
TRF-SEG-0077-2025-01,SEG-0077,2025,1,20505,9.1,2298,0.25
TRF-SEG-0077-2025-02,SEG-0077,2025,2,19579,5.6,1880,0.35
TRF-SEG-0077-2025-03,SEG-0077,2025,3,18085,14.6,1449,0.86
TRF-SEG-0077-2025-04,SEG-0077,2025,4,16995,5.2,1855,0.8
TRF-SEG-0077-2025-05,SEG-0077,2025,5,17086,24.7,1505,0.15
TRF-SEG-0077-2025-06,SEG-0077,2025,6,19093,5.3,1868,0.76
TRF-SEG-0077-2025-07,SEG-0077,2025,7,20398,23.1,1672,0.17
TRF-SEG-0077-2025-08,SEG-0077,2025,8,20734,23.6,1832,0.84
TRF-SEG-0077-2025-09,SEG-0077,2025,9,22512,5.6,1897,0.65
TRF-SEG-0077-2025-10,SEG-0077,2025,10,23916,16.0,2359,0.62
TRF-SEG-0077-2025-11,SEG-0077,2025,11,22296,20.2,1877,0.6
TRF-SEG-0077-2025-12,SEG-0077,2025,12,21119,23.4,2332,0.85
TRF-SEG-0078-2025-01,SEG-0078,2025,1,33841,16.6,3724,0.14
TRF-SEG-0078-2025-02,SEG-0078,2025,2,30445,5.2,3224,0.78
TRF-SEG-0078-2025-03,SEG-0078,2025,3,29227,21.1,2722,0.39
TRF-SEG-0078-2025-04,SEG-0078,2025,4,25750,5.7,2272,0.45
TRF-SEG-0078-2025-05,SEG-0078,2025,5,27338,14.7,2959,0.12
TRF-SEG-0078-2025-06,SEG-0078,2025,6,32465,15.3,3475,0.77
TRF-SEG-0078-2025-07,SEG-0078,2025,7,32993,3.1,2821,0.47
TRF-SEG-0078-2025-08,SEG-0078,2025,8,36813,18.7,3634,0.86
TRF-SEG-0078-2025-09,SEG-0078,2025,9,34802,3.6,3745,0.19
TRF-SEG-0078-2025-10,SEG-0078,2025,10,38505,24.5,3318,0.82
TRF-SEG-0078-2025-11,SEG-0078,2025,11,38196,22.3,3954,0.89
TRF-SEG-0078-2025-12,SEG-0078,2025,12,33934,13.8,2878,0.26
TRF-SEG-0079-2025-01,SEG-0079,2025,1,44093,8.0,4316,0.44
TRF-SEG-0079-2025-02,SEG-0079,2025,2,44298,22.8,3556,0.74
TRF-SEG-0079-2025-03,SEG-0079,2025,3,39676,17.8,4310,0.39
TRF-SEG-0079-2025-04,SEG-0079,2025,4,37559,22.1,3756,0.11
TRF-SEG-0079-2025-05,SEG-0079,2025,5,40334,17.7,3699,0.74
TRF-SEG-0079-2025-06,SEG-0079,2025,6,39420,22.3,4673,0.23
TRF-SEG-0079-2025-07,SEG-0079,2025,7,47608,11.6,3881,0.89
TRF-SEG-0079-2025-08,SEG-0079,2025,8,49452,19.8,5047,0.78
TRF-SEG-0079-2025-09,SEG-0079,2025,9,49172,17.7,3972,0.74
TRF-SEG-0079-2025-10,SEG-0079,2025,10,53566,10.8,5221,0.65
TRF-SEG-0079-2025-11,SEG-0079,2025,11,49060,21.7,5719,0.39
TRF-SEG-0079-2025-12,SEG-0079,2025,12,50589,22.3,4334,0.36
TRF-SEG-0080-2025-01,SEG-0080,2025,1,59895,21.5,6935,0.76
TRF-SEG-0080-2025-02,SEG-0080,2025,2,52435,3.1,6140,0.27
TRF-SEG-0080-2025-03,SEG-0080,2025,3,49127,24.5,5806,0.62
TRF-SEG-0080-2025-04,SEG-0080,2025,4,51154,22.6,4412,0.78
TRF-SEG-0080-2025-05,SEG-0080,2025,5,51849,18.3,5433,0.79
TRF-SEG-0080-2025-06,SEG-0080,2025,6,54054,9.3,6173,0.5
TRF-SEG-0080-2025-07,SEG-0080,2025,7,55135,3.2,6424,0.69
TRF-SEG-0080-2025-08,SEG-0080,2025,8,63046,20.8,7096,0.35
TRF-SEG-0080-2025-09,SEG-0080,2025,9,62384,6.2,5909,0.16
TRF-SEG-0080-2025-10,SEG-0080,2025,10,66123,11.0,7425,0.54
TRF-SEG-0080-2025-11,SEG-0080,2025,11,64048,9.4,6950,0.3
TRF-SEG-0080-2025-12,SEG-0080,2025,12,63712,23.6,7295,0.29
TRF-SEG-0081-2025-01,SEG-0081,2025,1,7050,5.1,655,0.76
TRF-SEG-0081-2025-02,SEG-0081,2025,2,6864,9.1,686,0.31
TRF-SEG-0081-2025-03,SEG-0081,2025,3,6567,13.8,740,0.57
TRF-SEG-0081-2025-04,SEG-0081,2025,4,5873,24.1,545,0.3
TRF-SEG-0081-2025-05,SEG-0081,2025,5,5927,19.4,690,0.19
TRF-SEG-0081-2025-06,SEG-0081,2025,6,6518,4.7,638,0.49
TRF-SEG-0081-2025-07,SEG-0081,2025,7,7338,5.9,760,0.71
TRF-SEG-0081-2025-08,SEG-0081,2025,8,7516,5.2,710,0.22
TRF-SEG-0081-2025-09,SEG-0081,2025,9,8351,17.1,922,0.75
TRF-SEG-0081-2025-10,SEG-0081,2025,10,7995,8.0,762,0.22
TRF-SEG-0081-2025-11,SEG-0081,2025,11,8266,12.6,905,0.89
TRF-SEG-0081-2025-12,SEG-0081,2025,12,7846,12.3,772,0.21
TRF-SEG-0082-2025-01,SEG-0082,2025,1,36010,12.7,2920,0.26
TRF-SEG-0082-2025-02,SEG-0082,2025,2,35866,13.2,3388,0.74
TRF-SEG-0082-2025-03,SEG-0082,2025,3,33366,13.6,3997,0.7
TRF-SEG-0082-2025-04,SEG-0082,2025,4,31225,18.9,2768,0.49
TRF-SEG-0082-2025-05,SEG-0082,2025,5,31069,8.0,2505,0.25
TRF-SEG-0082-2025-06,SEG-0082,2025,6,33768,21.1,3836,0.5
TRF-SEG-0082-2025-07,SEG-0082,2025,7,35811,13.1,3124,0.14
TRF-SEG-0082-2025-08,SEG-0082,2025,8,40007,10.3,4433,0.42
TRF-SEG-0082-2025-09,SEG-0082,2025,9,41820,24.6,4840,0.25
TRF-SEG-0082-2025-10,SEG-0082,2025,10,42483,9.6,3476,0.43
TRF-SEG-0082-2025-11,SEG-0082,2025,11,39972,3.2,4241,0.4
TRF-SEG-0082-2025-12,SEG-0082,2025,12,37752,13.5,3122,0.77
TRF-SEG-0083-2025-01,SEG-0083,2025,1,11614,10.4,1266,0.87
TRF-SEG-0083-2025-02,SEG-0083,2025,2,11094,12.2,948,0.58
TRF-SEG-0083-2025-03,SEG-0083,2025,3,10125,14.6,1102,0.77
TRF-SEG-0083-2025-04,SEG-0083,2025,4,10536,11.9,1126,0.12
TRF-SEG-0083-2025-05,SEG-0083,2025,5,10202,23.2,1029,0.41
TRF-SEG-0083-2025-06,SEG-0083,2025,6,11596,6.9,1249,0.72
TRF-SEG-0083-2025-07,SEG-0083,2025,7,12727,8.7,1194,0.12
TRF-SEG-0083-2025-08,SEG-0083,2025,8,13153,21.4,1458,0.48
TRF-SEG-0083-2025-09,SEG-0083,2025,9,13941,19.3,1648,0.36
TRF-SEG-0083-2025-10,SEG-0083,2025,10,14808,12.4,1337,0.11
TRF-SEG-0083-2025-11,SEG-0083,2025,11,13091,17.4,1215,0.46
TRF-SEG-0083-2025-12,SEG-0083,2025,12,13597,14.0,1567,0.5
TRF-SEG-0084-2025-01,SEG-0084,2025,1,2755,8.6,268,0.16
TRF-SEG-0084-2025-02,SEG-0084,2025,2,2701,3.6,305,0.52
TRF-SEG-0084-2025-03,SEG-0084,2025,3,2321,7.0,205,0.42
TRF-SEG-0084-2025-04,SEG-0084,2025,4,2533,13.0,223,0.15
TRF-SEG-0084-2025-05,SEG-0084,2025,5,2333,23.8,200,0.18
TRF-SEG-0084-2025-06,SEG-0084,2025,6,2725,21.4,308,0.62
TRF-SEG-0084-2025-07,SEG-0084,2025,7,2823,16.3,335,0.19
TRF-SEG-0084-2025-08,SEG-0084,2025,8,2876,20.1,248,0.81
TRF-SEG-0084-2025-09,SEG-0084,2025,9,3129,9.4,355,0.42
TRF-SEG-0084-2025-10,SEG-0084,2025,10,3280,3.7,285,0.18
TRF-SEG-0084-2025-11,SEG-0084,2025,11,3156,15.7,278,0.79
TRF-SEG-0084-2025-12,SEG-0084,2025,12,2884,3.7,251,0.43
TRF-SEG-0085-2025-01,SEG-0085,2025,1,10675,15.5,1088,0.18
TRF-SEG-0085-2025-02,SEG-0085,2025,2,9901,8.9,1060,0.31
TRF-SEG-0085-2025-03,SEG-0085,2025,3,9105,4.3,927,0.79
TRF-SEG-0085-2025-04,SEG-0085,2025,4,8383,22.4,925,0.84
TRF-SEG-0085-2025-05,SEG-0085,2025,5,9074,4.8,1061,0.46
TRF-SEG-0085-2025-06,SEG-0085,2025,6,9606,22.5,1031,0.85
TRF-SEG-0085-2025-07,SEG-0085,2025,7,9609,7.4,839,0.77
TRF-SEG-0085-2025-08,SEG-0085,2025,8,10146,23.2,964,0.28
TRF-SEG-0085-2025-09,SEG-0085,2025,9,10538,20.8,910,0.32
TRF-SEG-0085-2025-10,SEG-0085,2025,10,11330,24.5,1321,0.1
TRF-SEG-0085-2025-11,SEG-0085,2025,11,10734,15.4,1177,0.7
TRF-SEG-0085-2025-12,SEG-0085,2025,12,10388,4.3,1197,0.59
TRF-SEG-0086-2025-01,SEG-0086,2025,1,1694,24.7,157,0.66
TRF-SEG-0086-2025-02,SEG-0086,2025,2,1469,16.3,124,0.66
TRF-SEG-0086-2025-03,SEG-0086,2025,3,1561,13.9,158,0.17
TRF-SEG-0086-2025-04,SEG-0086,2025,4,1503,5.6,143,0.38
TRF-SEG-0086-2025-05,SEG-0086,2025,5,1343,24.4,137,0.44
TRF-SEG-0086-2025-06,SEG-0086,2025,6,1446,12.5,139,0.42
TRF-SEG-0086-2025-07,SEG-0086,2025,7,1619,6.8,185,0.54
TRF-SEG-0086-2025-08,SEG-0086,2025,8,1732,24.5,179,0.31
TRF-SEG-0086-2025-09,SEG-0086,2025,9,1955,15.9,158,0.68
TRF-SEG-0086-2025-10,SEG-0086,2025,10,1915,15.0,176,0.1
TRF-SEG-0086-2025-11,SEG-0086,2025,11,1954,24.9,215,0.78
TRF-SEG-0086-2025-12,SEG-0086,2025,12,1651,4.0,132,0.67
TRF-SEG-0087-2025-01,SEG-0087,2025,1,30910,24.1,3516,0.58
TRF-SEG-0087-2025-02,SEG-0087,2025,2,28897,20.0,3356,0.72
TRF-SEG-0087-2025-03,SEG-0087,2025,3,30759,22.4,2753,0.13
TRF-SEG-0087-2025-04,SEG-0087,2025,4,26972,15.6,2195,0.28
TRF-SEG-0087-2025-05,SEG-0087,2025,5,30549,10.7,2679,0.27
TRF-SEG-0087-2025-06,SEG-0087,2025,6,28119,6.7,2651,0.13
TRF-SEG-0087-2025-07,SEG-0087,2025,7,34639,22.9,3886,0.38
TRF-SEG-0087-2025-08,SEG-0087,2025,8,38167,5.5,4404,0.28
TRF-SEG-0087-2025-09,SEG-0087,2025,9,36323,10.2,3948,0.82
TRF-SEG-0087-2025-10,SEG-0087,2025,10,36291,11.9,3635,0.54
TRF-SEG-0087-2025-11,SEG-0087,2025,11,37652,18.3,3325,0.25
TRF-SEG-0087-2025-12,SEG-0087,2025,12,37045,7.2,3203,0.78
TRF-SEG-0088-2025-01,SEG-0088,2025,1,496,6.6,48,0.11
TRF-SEG-0088-2025-02,SEG-0088,2025,2,469,10.6,51,0.53
TRF-SEG-0088-2025-03,SEG-0088,2025,3,449,5.7,50,0.73
TRF-SEG-0088-2025-04,SEG-0088,2025,4,446,5.0,51,0.15
TRF-SEG-0088-2025-05,SEG-0088,2025,5,459,19.5,43,0.83
TRF-SEG-0088-2025-06,SEG-0088,2025,6,475,16.5,56,0.19
TRF-SEG-0088-2025-07,SEG-0088,2025,7,484,13.9,42,0.48
TRF-SEG-0088-2025-08,SEG-0088,2025,8,526,11.2,45,0.83
TRF-SEG-0088-2025-09,SEG-0088,2025,9,560,16.1,64,0.61
TRF-SEG-0088-2025-10,SEG-0088,2025,10,586,22.8,54,0.89
TRF-SEG-0088-2025-11,SEG-0088,2025,11,533,5.9,51,0.16
TRF-SEG-0088-2025-12,SEG-0088,2025,12,519,13.6,46,0.42
TRF-SEG-0089-2025-01,SEG-0089,2025,1,45775,21.8,4163,0.35
TRF-SEG-0089-2025-02,SEG-0089,2025,2,40593,14.2,4737,0.3
TRF-SEG-0089-2025-03,SEG-0089,2025,3,34823,22.9,3762,0.81
TRF-SEG-0089-2025-04,SEG-0089,2025,4,35895,12.9,3972,0.12
TRF-SEG-0089-2025-05,SEG-0089,2025,5,37609,6.5,4124,0.53
TRF-SEG-0089-2025-06,SEG-0089,2025,6,38068,22.2,3457,0.25
TRF-SEG-0089-2025-07,SEG-0089,2025,7,44140,4.4,4751,0.79
TRF-SEG-0089-2025-08,SEG-0089,2025,8,44874,10.0,4076,0.68
TRF-SEG-0089-2025-09,SEG-0089,2025,9,45505,15.8,3831,0.29
TRF-SEG-0089-2025-10,SEG-0089,2025,10,51832,14.4,5062,0.83
TRF-SEG-0089-2025-11,SEG-0089,2025,11,47988,6.1,4733,0.88
TRF-SEG-0089-2025-12,SEG-0089,2025,12,45019,19.3,5150,0.22
TRF-SEG-0090-2025-01,SEG-0090,2025,1,49258,15.0,5336,0.3
TRF-SEG-0090-2025-02,SEG-0090,2025,2,51057,10.1,5987,0.73
TRF-SEG-0090-2025-03,SEG-0090,2025,3,46507,19.2,5523,0.34
TRF-SEG-0090-2025-04,SEG-0090,2025,4,45089,13.8,4385,0.61
TRF-SEG-0090-2025-05,SEG-0090,2025,5,48258,7.4,4264,0.29
TRF-SEG-0090-2025-06,SEG-0090,2025,6,46162,16.0,4723,0.38
TRF-SEG-0090-2025-07,SEG-0090,2025,7,51488,16.6,4236,0.37
TRF-SEG-0090-2025-08,SEG-0090,2025,8,58598,17.6,6938,0.32
TRF-SEG-0090-2025-09,SEG-0090,2025,9,63182,10.3,6326,0.73
TRF-SEG-0090-2025-10,SEG-0090,2025,10,62869,14.7,7115,0.53
TRF-SEG-0090-2025-11,SEG-0090,2025,11,64032,10.1,6242,0.73
TRF-SEG-0090-2025-12,SEG-0090,2025,12,53329,20.3,4304,0.51
TRF-SEG-0091-2025-01,SEG-0091,2025,1,24221,5.8,2503,0.23
TRF-SEG-0091-2025-02,SEG-0091,2025,2,22067,7.8,2453,0.8
TRF-SEG-0091-2025-03,SEG-0091,2025,3,22238,4.8,2299,0.24
TRF-SEG-0091-2025-04,SEG-0091,2025,4,19788,7.0,1860,0.7
TRF-SEG-0091-2025-05,SEG-0091,2025,5,21539,10.8,2408,0.85
TRF-SEG-0091-2025-06,SEG-0091,2025,6,22433,19.7,2681,0.46
TRF-SEG-0091-2025-07,SEG-0091,2025,7,24830,7.2,2741,0.8
TRF-SEG-0091-2025-08,SEG-0091,2025,8,27089,5.0,3191,0.73
TRF-SEG-0091-2025-09,SEG-0091,2025,9,26690,9.0,2442,0.56
TRF-SEG-0091-2025-10,SEG-0091,2025,10,28743,20.3,2995,0.62
TRF-SEG-0091-2025-11,SEG-0091,2025,11,27352,21.3,2673,0.21
TRF-SEG-0091-2025-12,SEG-0091,2025,12,26040,8.8,2948,0.37
TRF-SEG-0092-2025-01,SEG-0092,2025,1,1540,24.2,145,0.26
TRF-SEG-0092-2025-02,SEG-0092,2025,2,1257,21.4,133,0.12
TRF-SEG-0092-2025-03,SEG-0092,2025,3,1216,4.6,133,0.17
TRF-SEG-0092-2025-04,SEG-0092,2025,4,1186,11.2,104,0.6
TRF-SEG-0092-2025-05,SEG-0092,2025,5,1196,9.6,117,0.17
TRF-SEG-0092-2025-06,SEG-0092,2025,6,1371,11.4,109,0.14
TRF-SEG-0092-2025-07,SEG-0092,2025,7,1569,23.5,134,0.49
TRF-SEG-0092-2025-08,SEG-0092,2025,8,1454,11.8,139,0.84
TRF-SEG-0092-2025-09,SEG-0092,2025,9,1716,21.3,141,0.88
TRF-SEG-0092-2025-10,SEG-0092,2025,10,1779,11.6,157,0.52
TRF-SEG-0092-2025-11,SEG-0092,2025,11,1766,3.2,181,0.28
TRF-SEG-0092-2025-12,SEG-0092,2025,12,1488,9.0,124,0.76
TRF-SEG-0093-2025-01,SEG-0093,2025,1,9675,21.9,1034,0.26
TRF-SEG-0093-2025-02,SEG-0093,2025,2,9240,7.4,890,0.11
TRF-SEG-0093-2025-03,SEG-0093,2025,3,8783,16.6,802,0.17
TRF-SEG-0093-2025-04,SEG-0093,2025,4,7936,6.0,698,0.18
TRF-SEG-0093-2025-05,SEG-0093,2025,5,8010,22.8,732,0.83
TRF-SEG-0093-2025-06,SEG-0093,2025,6,8303,6.9,820,0.82
TRF-SEG-0093-2025-07,SEG-0093,2025,7,9470,13.5,916,0.83
TRF-SEG-0093-2025-08,SEG-0093,2025,8,9382,21.9,828,0.3
TRF-SEG-0093-2025-09,SEG-0093,2025,9,10306,16.7,843,0.32
TRF-SEG-0093-2025-10,SEG-0093,2025,10,10726,4.5,998,0.37
TRF-SEG-0093-2025-11,SEG-0093,2025,11,10680,12.7,1280,0.77
TRF-SEG-0093-2025-12,SEG-0093,2025,12,10133,16.5,887,0.34
TRF-SEG-0094-2025-01,SEG-0094,2025,1,20035,22.4,1832,0.28
TRF-SEG-0094-2025-02,SEG-0094,2025,2,18923,20.0,1572,0.5
TRF-SEG-0094-2025-03,SEG-0094,2025,3,17539,10.6,1950,0.74
TRF-SEG-0094-2025-04,SEG-0094,2025,4,17943,11.6,1618,0.56
TRF-SEG-0094-2025-05,SEG-0094,2025,5,19826,6.6,2279,0.72
TRF-SEG-0094-2025-06,SEG-0094,2025,6,19117,8.0,2173,0.21
TRF-SEG-0094-2025-07,SEG-0094,2025,7,21307,3.9,2291,0.24
TRF-SEG-0094-2025-08,SEG-0094,2025,8,22747,19.1,2061,0.62
TRF-SEG-0094-2025-09,SEG-0094,2025,9,25677,3.1,2402,0.5
TRF-SEG-0094-2025-10,SEG-0094,2025,10,23640,22.5,2346,0.85
TRF-SEG-0094-2025-11,SEG-0094,2025,11,22606,11.6,2060,0.36
TRF-SEG-0094-2025-12,SEG-0094,2025,12,23016,3.4,2576,0.57
TRF-SEG-0095-2025-01,SEG-0095,2025,1,55705,14.7,5039,0.44
TRF-SEG-0095-2025-02,SEG-0095,2025,2,52255,21.6,5507,0.69
TRF-SEG-0095-2025-03,SEG-0095,2025,3,49063,13.0,5801,0.52
TRF-SEG-0095-2025-04,SEG-0095,2025,4,47788,13.1,4580,0.4
TRF-SEG-0095-2025-05,SEG-0095,2025,5,51081,12.9,5418,0.78
TRF-SEG-0095-2025-06,SEG-0095,2025,6,57206,8.6,5524,0.47
TRF-SEG-0095-2025-07,SEG-0095,2025,7,59988,11.5,5360,0.54
TRF-SEG-0095-2025-08,SEG-0095,2025,8,65788,24.2,5439,0.63
TRF-SEG-0095-2025-09,SEG-0095,2025,9,69919,4.9,6636,0.51
TRF-SEG-0095-2025-10,SEG-0095,2025,10,68229,3.7,5621,0.46
TRF-SEG-0095-2025-11,SEG-0095,2025,11,70364,6.7,8002,0.11
TRF-SEG-0095-2025-12,SEG-0095,2025,12,62858,10.4,6782,0.62
TRF-SEG-0096-2025-01,SEG-0096,2025,1,1858,11.5,170,0.29
TRF-SEG-0096-2025-02,SEG-0096,2025,2,1607,22.4,130,0.82
TRF-SEG-0096-2025-03,SEG-0096,2025,3,1467,8.5,133,0.44
TRF-SEG-0096-2025-04,SEG-0096,2025,4,1500,7.6,143,0.62
TRF-SEG-0096-2025-05,SEG-0096,2025,5,1574,3.5,151,0.66
TRF-SEG-0096-2025-06,SEG-0096,2025,6,1731,5.6,203,0.25
TRF-SEG-0096-2025-07,SEG-0096,2025,7,1673,12.0,191,0.83
TRF-SEG-0096-2025-08,SEG-0096,2025,8,1938,20.1,202,0.72
TRF-SEG-0096-2025-09,SEG-0096,2025,9,1976,17.2,192,0.27
TRF-SEG-0096-2025-10,SEG-0096,2025,10,2111,17.9,237,0.14
TRF-SEG-0096-2025-11,SEG-0096,2025,11,1982,7.5,191,0.34
TRF-SEG-0096-2025-12,SEG-0096,2025,12,1990,18.3,214,0.79
TRF-SEG-0097-2025-01,SEG-0097,2025,1,20557,13.6,1973,0.69
TRF-SEG-0097-2025-02,SEG-0097,2025,2,18441,24.9,1713,0.12
TRF-SEG-0097-2025-03,SEG-0097,2025,3,18364,9.7,1570,0.76
TRF-SEG-0097-2025-04,SEG-0097,2025,4,18006,4.3,1907,0.55
TRF-SEG-0097-2025-05,SEG-0097,2025,5,18634,19.8,1896,0.42
TRF-SEG-0097-2025-06,SEG-0097,2025,6,19683,3.7,1882,0.25
TRF-SEG-0097-2025-07,SEG-0097,2025,7,19102,4.5,2111,0.56
TRF-SEG-0097-2025-08,SEG-0097,2025,8,23719,22.7,1911,0.25
TRF-SEG-0097-2025-09,SEG-0097,2025,9,24363,15.8,2696,0.51
TRF-SEG-0097-2025-10,SEG-0097,2025,10,24064,17.8,2470,0.53
TRF-SEG-0097-2025-11,SEG-0097,2025,11,21950,5.6,1891,0.66
TRF-SEG-0097-2025-12,SEG-0097,2025,12,23731,19.9,2631,0.29
TRF-SEG-0098-2025-01,SEG-0098,2025,1,805,19.2,94,0.53
TRF-SEG-0098-2025-02,SEG-0098,2025,2,838,9.8,75,0.42
TRF-SEG-0098-2025-03,SEG-0098,2025,3,725,3.7,78,0.57
TRF-SEG-0098-2025-04,SEG-0098,2025,4,754,17.6,89,0.17
TRF-SEG-0098-2025-05,SEG-0098,2025,5,782,24.1,72,0.89
TRF-SEG-0098-2025-06,SEG-0098,2025,6,810,3.4,73,0.72
TRF-SEG-0098-2025-07,SEG-0098,2025,7,877,12.2,71,0.4
TRF-SEG-0098-2025-08,SEG-0098,2025,8,879,16.6,99,0.45
TRF-SEG-0098-2025-09,SEG-0098,2025,9,896,8.7,93,0.23
TRF-SEG-0098-2025-10,SEG-0098,2025,10,1070,8.1,124,0.69
TRF-SEG-0098-2025-11,SEG-0098,2025,11,939,20.3,105,0.66
TRF-SEG-0098-2025-12,SEG-0098,2025,12,968,18.3,109,0.16
TRF-SEG-0099-2025-01,SEG-0099,2025,1,61835,5.5,6112,0.79
TRF-SEG-0099-2025-02,SEG-0099,2025,2,50845,16.9,6007,0.32
TRF-SEG-0099-2025-03,SEG-0099,2025,3,49624,5.5,5722,0.52
TRF-SEG-0099-2025-04,SEG-0099,2025,4,53688,19.7,6273,0.18
TRF-SEG-0099-2025-05,SEG-0099,2025,5,53186,8.6,5898,0.84
TRF-SEG-0099-2025-06,SEG-0099,2025,6,56610,22.8,6009,0.17
TRF-SEG-0099-2025-07,SEG-0099,2025,7,54928,23.7,6096,0.19
TRF-SEG-0099-2025-08,SEG-0099,2025,8,59591,16.2,5139,0.6
TRF-SEG-0099-2025-09,SEG-0099,2025,9,62507,22.4,5509,0.51
TRF-SEG-0099-2025-10,SEG-0099,2025,10,69076,14.4,8007,0.87
TRF-SEG-0099-2025-11,SEG-0099,2025,11,62756,6.5,5397,0.23
TRF-SEG-0099-2025-12,SEG-0099,2025,12,68744,15.1,7290,0.72
TRF-SEG-0100-2025-01,SEG-0100,2025,1,2332,21.5,216,0.86
TRF-SEG-0100-2025-02,SEG-0100,2025,2,2101,3.4,180,0.51
TRF-SEG-0100-2025-03,SEG-0100,2025,3,1951,10.5,200,0.61
TRF-SEG-0100-2025-04,SEG-0100,2025,4,1872,9.1,155,0.53
TRF-SEG-0100-2025-05,SEG-0100,2025,5,1903,16.0,160,0.58
TRF-SEG-0100-2025-06,SEG-0100,2025,6,2178,21.9,189,0.48
TRF-SEG-0100-2025-07,SEG-0100,2025,7,2176,3.3,176,0.21
TRF-SEG-0100-2025-08,SEG-0100,2025,8,2197,16.7,215,0.61
TRF-SEG-0100-2025-09,SEG-0100,2025,9,2624,24.9,254,0.64
TRF-SEG-0100-2025-10,SEG-0100,2025,10,2703,9.2,239,0.74
TRF-SEG-0100-2025-11,SEG-0100,2025,11,2455,17.3,259,0.37
TRF-SEG-0100-2025-12,SEG-0100,2025,12,2389,21.1,237,0.1
TRF-SEG-0101-2025-01,SEG-0101,2025,1,54160,19.2,4972,0.63
TRF-SEG-0101-2025-02,SEG-0101,2025,2,54146,9.6,5756,0.4
TRF-SEG-0101-2025-03,SEG-0101,2025,3,48946,3.4,4091,0.84
TRF-SEG-0101-2025-04,SEG-0101,2025,4,52078,13.1,4684,0.25
TRF-SEG-0101-2025-05,SEG-0101,2025,5,52933,15.5,5092,0.75
TRF-SEG-0101-2025-06,SEG-0101,2025,6,54539,8.5,5184,0.71
TRF-SEG-0101-2025-07,SEG-0101,2025,7,52535,23.2,4819,0.4
TRF-SEG-0101-2025-08,SEG-0101,2025,8,57773,19.8,6215,0.13
TRF-SEG-0101-2025-09,SEG-0101,2025,9,63014,18.4,6112,0.5
