segment_id,system_type,location_name,district,pipe_material,diameter_inches,length_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-00346,Wastewater,Ustick Rd,West Boise,PVC,12,2051,1993,33,92,0,31.2,Medium,832282,2025-06-05,Smoke Test,43.631641,-116.279105
SEW-00347,Wastewater,Fairview Ave,West Boise,PVC,42,1852,2017,9,91,0,57.0,Medium,1103189,2025-11-04,Manhole Inspection,43.615574,-116.296808
SEW-00348,Wastewater,Franklin Rd,West Boise,PVC,15,273,2023,3,93,0,75.7,Medium,112305,2025-03-13,CCTV,43.60806,-116.279865
SEW-00349,Wastewater,Vista Ave,Southeast,Concrete,24,1453,1987,39,74,4,45.3,Low,427487,2022-12-25,Manhole Inspection,43.548362,-116.2
SEW-00350,Wastewater,Milwaukee St,Southeast,Vitrified Clay,8,1603,1963,63,26,4,81.7,Low,234100,2023-08-29,CCTV,43.595,-116.2
SEW-00351,Wastewater,15th St,North End,Vitrified Clay,8,737,1939,87,5,7,52.5,Low,96807,2025-09-17,Flow Monitoring,43.626,-116.210869
SEW-00352,Wastewater,Ustick Rd,West Boise,Ductile Iron,24,399,2006,20,83,1,20.7,Critical,235748,2025-04-09,Flow Monitoring,43.633564,-116.336163
SEW-00353,Wastewater,Gowen Rd,Southeast,PVC,15,706,2014,12,85,0,60.3,Medium,290945,2024-03-26,Flow Monitoring,43.543284,-116.160048
SEW-00354,Wastewater,Chinden Blvd,West Boise,PVC,24,1305,1996,30,80,1,51.5,Medium,815429,2025-04-05,Manhole Inspection,43.653737,-116.293942
SEW-00355,Wastewater,9th St,Downtown,Vitrified Clay,8,2238,1931,95,5,5,60.0,High,609065,2023-08-16,Manhole Inspection,43.6,-116.200802
SEW-00356,Wastewater,Broadway Ave,Downtown,Vitrified Clay,48,2233,1957,69,10,3,12.5,Critical,900141,2025-06-03,CCTV,43.626,-116.186871
SEW-00357,Wastewater,Curtis Rd,Southwest,PVC,36,810,1986,40,100,0,63.9,Medium,542554,2024-08-16,Flow Monitoring,43.6,-116.220323
SEW-00358,Wastewater,Resseguie St,North End,Concrete,18,2101,1941,85,51,0,78.4,Medium,1093069,2024-03-02,Flow Monitoring,43.6343,-116.176946
SEW-00359,Wastewater,Joplin Rd,West Boise,PVC,24,387,1997,29,93,0,50.7,Medium,121824,2024-06-01,CCTV,43.6,-116.31217
SEW-00360,Wastewater,Shaw Mountain Rd,East Bench,PVC,6,949,1976,50,90,0,46.6,Low,337950,2023-03-29,Flow Monitoring,43.589553,-116.15899
SEW-00361,Wastewater,McMillan Rd,West Boise,PVC,12,742,2000,26,96,1,15.7,Medium,121508,2023-03-20,Dye Test,43.644177,-116.345308
SEW-00362,Wastewater,State St,West Boise,PVC,15,1755,2018,8,94,0,44.4,Low,864615,2025-03-10,Flow Monitoring,43.638675,-116.271091
SEW-00363,Wastewater,Orchard St,Southeast,Vitrified Clay,21,2005,1962,64,7,2,45.1,Low,972265,2022-10-02,Smoke Test,43.546678,-116.2
SEW-00364,Wastewater,Chinden Blvd,West Boise,PVC,24,2342,2011,15,89,0,69.9,Medium,1244301,2023-10-06,Smoke Test,43.654129,-116.300541
SEW-00365,Wastewater,Overland Rd,Southwest,Ductile Iron,24,247,1994,32,70,1,64.2,Medium,148056,2025-07-02,Flow Monitoring,43.58886,-116.297446
SEW-00366,Wastewater,Federal Way,East Bench,Vitrified Clay,18,1339,1970,56,24,4,49.2,High,412876,2023-05-07,Flow Monitoring,43.594302,-116.175
SEW-00367,Wastewater,Curtis Rd,Southwest,Ductile Iron,12,560,1983,43,75,0,41.7,Medium,167411,2025-05-06,Flow Monitoring,43.6,-116.222318
SEW-00368,Wastewater,Overland Rd,Southeast,Vitrified Clay,24,2449,1957,69,13,4,68.4,Medium,1157818,2023-01-26,Dye Test,43.585001,-116.2
SEW-00369,Wastewater,Hill Rd,North End,Vitrified Clay,18,1688,1954,72,5,6,100.0,Low,463678,2023-04-09,Manhole Inspection,43.661952,-116.189673
SEW-00370,Wastewater,Cloverdale Rd,West Boise,PVC,12,599,2018,8,91,0,64.7,Low,258740,2024-04-14,Dye Test,43.640746,-116.33767
SEW-00371,Wastewater,Maple Grove Rd,Southwest,PVC,12,387,1978,48,71,0,55.2,Medium,153640,2024-06-30,Dye Test,43.6,-116.276045
SEW-00372,Wastewater,Fort St,North End,Vitrified Clay,42,694,1937,89,5,11,84.7,Medium,544012,2025-04-26,Flow Monitoring,43.640581,-116.213568
SEW-00373,Wastewater,Front St,Downtown,Concrete,24,704,1965,61,62,1,78.3,High,461941,2023-02-15,CCTV,43.607633,-116.20896
SEW-00374,Wastewater,Maple Grove Rd,Southwest,Vitrified Clay,24,1972,1958,68,7,6,75.0,High,1256385,2024-12-12,Smoke Test,43.6,-116.276102
SEW-00375,Wastewater,8th St,Downtown,Vitrified Clay,10,1518,1949,77,5,5,88.9,Low,665464,2024-05-21,Flow Monitoring,43.613329,-116.197692
SEW-00376,Wastewater,Parkcenter Blvd,East Bench,Concrete,42,746,1973,53,57,0,66.1,Medium,432190,2022-11-07,Manhole Inspection,43.58,-116.175
SEW-00377,Wastewater,Cloverdale Rd,West Boise,PVC,15,1058,2003,23,78,0,11.1,Low,425479,2024-12-03,Dye Test,43.629933,-116.337257
SEW-00378,Wastewater,Cole Rd,Southwest,Ductile Iron,18,672,1995,31,71,0,70.6,Low,378296,2022-12-05,Manhole Inspection,43.592862,-116.255626
SEW-00379,Wastewater,Milwaukee St,Southeast,Concrete,8,2341,1955,71,38,1,76.1,Medium,252652,2025-01-07,Manhole Inspection,43.54,-116.2
SEW-00380,Wastewater,State St,West Boise,PVC,15,454,2006,20,77,0,40.6,Low,55880,2025-05-07,Dye Test,43.638144,-116.296389
SEW-00381,Wastewater,State St,West Boise,PVC,24,1792,2004,22,91,0,36.6,Low,524115,2023-10-13,Flow Monitoring,43.635426,-116.257255
SEW-00382,Wastewater,Overland Rd,Southeast,Ductile Iron,24,420,1975,51,46,2,95.7,Low,235545,2024-08-28,Manhole Inspection,43.585078,-116.2
SEW-00383,Wastewater,Franklin Rd,West Boise,PVC,24,1004,2024,2,100,0,34.8,Low,233449,2024-11-15,Smoke Test,43.608657,-116.252857
SEW-00384,Wastewater,Joplin Rd,West Boise,HDPE,24,1745,2022,4,100,0,32.7,Medium,390086,2025-11-21,Manhole Inspection,43.6,-116.311325
SEW-00385,Wastewater,Eisenman Rd,Southeast,PVC,12,829,1999,27,91,0,16.1,Low,290271,2024-03-26,Flow Monitoring,43.58429,-116.169419
SEW-00386,Wastewater,Curtis Rd,Southwest,PVC,21,1666,1990,36,65,0,63.6,Medium,1021507,2023-02-02,Smoke Test,43.54583,-116.220754
SEW-00387,Wastewater,Overland Rd,Southeast,Ductile Iron,24,1852,1989,37,77,2,40.7,Medium,586240,2024-09-11,Dye Test,43.585552,-116.2
SEW-00388,Wastewater,Maple Grove Rd,Southwest,Ductile Iron,24,236,1985,41,50,1,65.8,Low,114552,2024-07-21,CCTV,43.544178,-116.276924
SEW-00389,Wastewater,State St,West Boise,PVC,21,664,2010,16,96,0,5.0,Low,391732,2023-10-27,Dye Test,43.636315,-116.276781
SEW-00390,Wastewater,Five Mile Rd,Southwest,Ductile Iron,21,379,1983,43,57,0,41.6,High,63987,2022-11-27,Dye Test,43.558715,-116.294091
SEW-00391,Wastewater,Main St,Downtown,Vitrified Clay,12,1063,1965,61,30,6,92.8,High,286673,2022-11-27,Flow Monitoring,43.616022,-116.178113
SEW-00392,Wastewater,McMillan Rd,West Boise,PVC,15,297,1994,32,98,0,9.0,Low,39400,2022-10-17,CCTV,43.642755,-116.323463
SEW-00393,Wastewater,Curtis Rd,Southwest,Vitrified Clay,12,1259,1969,57,20,4,69.4,Medium,285241,2025-04-04,Dye Test,43.572611,-116.222293
SEW-00394,Wastewater,Main St,Downtown,Concrete,12,386,1964,62,67,1,60.0,Low,54987,2024-03-25,Dye Test,43.616205,-116.22
SEW-00395,Wastewater,Myrtle St,Downtown,Vitrified Clay,21,1762,1943,83,5,13,80.8,High,701278,2023-09-24,Dye Test,43.606371,-116.187142
SEW-00396,Wastewater,Resseguie St,North End,Cast Iron,21,790,1965,61,29,7,94.9,Medium,448330,2025-11-10,Dye Test,43.635788,-116.171042
SEW-00397,Wastewater,Overland Rd,Southwest,Vitrified Clay,24,371,1964,62,9,5,53.6,High,241579,2023-12-29,Smoke Test,43.58503,-116.262268
SEW-00398,Wastewater,Overland Rd,Southeast,Concrete,15,859,1987,39,68,1,64.8,Low,136559,2022-09-28,CCTV,43.586104,-116.185649
SEW-00399,Wastewater,Franklin Rd,West Boise,PVC,24,499,2019,7,89,0,24.5,Medium,264829,2024-01-25,Manhole Inspection,43.605744,-116.324611
SEW-00400,Wastewater,Jefferson St,Downtown,Concrete,12,1367,1940,86,55,1,89.1,Medium,383113,2024-03-16,Dye Test,43.616717,-116.175
SEW-00401,Wastewater,Lander St,Downtown,Concrete,48,1692,1961,65,58,1,66.5,Medium,792862,2023-06-23,Manhole Inspection,43.602846,-116.187307
SEW-00402,Wastewater,Shaw Mountain Rd,East Bench,Vitrified Clay,12,1558,1963,63,32,3,44.4,Medium,346170,2024-12-08,Dye Test,43.620115,-116.156486
SEW-00403,Wastewater,Myrtle St,Downtown,Vitrified Clay,15,2406,1942,84,5,7,100.0,Low,1025334,2023-01-29,CCTV,43.605179,-116.181316
SEW-00404,Wastewater,Victory Rd,Southwest,Concrete,21,1071,1992,34,70,0,50.5,Medium,679393,2025-02-01,Manhole Inspection,43.572438,-116.275872
SEW-00405,Wastewater,Broadway Ave,Southeast,Concrete,48,1391,1969,57,50,1,61.4,Critical,710433,2024-07-31,Dye Test,43.54,-116.187993
SEW-00406,Wastewater,State St,West Boise,PVC,24,774,2000,26,95,0,58.6,Low,382913,2023-03-18,Manhole Inspection,43.636677,-116.305668
SEW-00407,Wastewater,Front St,Downtown,Vitrified Clay,21,1149,1939,87,5,7,66.3,Low,266615,2023-11-24,Flow Monitoring,43.603377,-116.215445
SEW-00408,Wastewater,Victory Rd,Southeast,PVC,12,363,1984,42,83,0,63.3,Low,112003,2024-06-11,Dye Test,43.572884,-116.2
SEW-00409,Wastewater,Cole Rd,Southwest,Concrete,15,1742,1991,35,84,0,82.5,Medium,824426,2023-10-24,Smoke Test,43.584294,-116.256808
SEW-00410,Wastewater,Maple Grove Rd,Southwest,PVC,18,1613,1980,46,93,0,78.2,High,572400,2024-12-28,Smoke Test,43.573949,-116.276107
SEW-00411,Wastewater,Idaho St,Downtown,Vitrified Clay,8,1350,1957,69,20,6,82.9,High,459662,2024-08-18,Flow Monitoring,43.612269,-116.22
SEW-00412,Wastewater,Parkcenter Blvd,East Bench,Concrete,42,2161,1962,64,66,1,81.1,Critical,1085434,2025-03-16,Dye Test,43.595322,-116.175
SEW-00413,Wastewater,Victory Rd,Southwest,Concrete,15,2299,1965,61,56,3,30.8,High,509461,2023-08-25,Dye Test,43.567235,-116.274218
SEW-00414,Wastewater,Curtis Rd,Southwest,Concrete,42,276,1995,31,67,2,57.5,Critical,251135,2023-04-12,Flow Monitoring,43.6,-116.220632
SEW-00415,Wastewater,Broadway Ave,Downtown,Vitrified Clay,42,784,1969,57,38,1,51.1,High,542005,2024-01-01,Flow Monitoring,43.626,-116.186077
SEW-00416,Wastewater,Amity Rd,Southwest,Concrete,15,1749,1994,32,63,1,52.4,Medium,846134,2023-07-27,Smoke Test,43.552313,-116.306314
SEW-00417,Wastewater,Amity Rd,Southwest,PVC,15,2149,1996,30,90,0,50.2,Low,732171,2025-05-26,Flow Monitoring,43.55541,-116.267015
SEW-00418,Wastewater,Chinden Blvd,West Boise,PVC,24,2408,1998,28,82,0,24.3,Medium,1177950,2023-11-05,CCTV,43.654965,-116.278242
SEW-00419,Wastewater,Eagle Rd,West Boise,PVC,42,1139,2023,3,100,0,34.6,Medium,519832,2025-05-16,Flow Monitoring,43.655,-116.354107
SEW-00420,Wastewater,Jefferson St,Downtown,Concrete,21,1152,1941,85,50,3,86.1,High,464504,2025-11-21,CCTV,43.618461,-116.22
SEW-00421,Wastewater,Curtis Rd,Southwest,Concrete,15,682,1988,38,72,0,90.8,Medium,313494,2025-04-28,Smoke Test,43.581581,-116.22275
SEW-00422,Wastewater,Milwaukee St,Southeast,PVC,30,1238,1992,34,95,0,100.0,Medium,657277,2023-09-11,Smoke Test,43.545904,-116.2
SEW-00423,Wastewater,Overland Rd,Southeast,PVC,24,2176,1990,36,88,0,73.0,Medium,1466076,2023-09-09,Smoke Test,43.586072,-116.190272
SEW-00424,Wastewater,Chinden Blvd,West Boise,PVC,15,2029,1997,29,77,0,52.5,Low,670864,2022-11-01,Dye Test,43.654699,-116.27406
SEW-00425,Wastewater,Eagle Rd,West Boise,PVC,30,1793,1993,33,100,1,26.2,Medium,436635,2023-06-25,CCTV,43.655,-116.356968
SEW-00426,Wastewater,Idaho St,Downtown,Concrete,8,1108,1941,85,44,1,77.2,Medium,460486,2022-12-31,Manhole Inspection,43.613225,-116.193278
SEW-00427,Wastewater,Cloverdale Rd,West Boise,PVC,15,2224,1993,33,93,0,39.7,Medium,1021938,2025-09-25,Dye Test,43.615118,-116.33779
SEW-00428,Wastewater,Five Mile Rd,Southwest,Ductile Iron,15,894,1988,38,80,0,41.7,High,477737,2024-05-16,Flow Monitoring,43.588922,-116.295842
SEW-00429,Wastewater,Boise Ave,East Bench,PVC,21,1020,1980,46,87,1,41.3,Medium,176260,2022-10-14,Dye Test,43.600106,-116.153046
SEW-00430,Wastewater,Boise Ave,East Bench,Concrete,18,1126,1977,49,62,0,49.0,Medium,438414,2023-08-22,Dye Test,43.600638,-116.175
SEW-00431,Wastewater,8th St,Downtown,Vitrified Clay,12,496,1960,66,5,8,87.6,High,151436,2022-11-27,Dye Test,43.613254,-116.19796
SEW-00432,Wastewater,Eastman St,North End,Cast Iron,21,1744,1953,73,6,10,62.7,Medium,1073099,2023-05-04,Dye Test,43.641379,-116.181403
SEW-00433,Wastewater,Capitol Blvd,Downtown,Concrete,24,1256,1955,71,58,0,61.5,Critical,633326,2024-02-25,Flow Monitoring,43.6,-116.200198
SEW-00434,Wastewater,Boise Ave,East Bench,PVC,24,239,1988,38,93,0,76.5,Low,84371,2024-01-02,CCTV,43.601205,-116.175
SEW-00435,Wastewater,Overland Rd,Southwest,Vitrified Clay,42,1485,1966,60,18,3,37.3,Medium,1351067,2024-11-08,Flow Monitoring,43.587121,-116.238455
SEW-00436,Wastewater,Joplin Rd,West Boise,PVC,30,1191,2002,24,87,0,29.3,High,366604,2025-01-17,CCTV,43.639819,-116.311759
SEW-00437,Wastewater,9th St,Downtown,Vitrified Clay,36,2217,1930,96,5,11,100.0,High,445787,2024-02-26,Flow Monitoring,43.622106,-116.197415
SEW-00438,Wastewater,Curtis Rd,Southwest,Concrete,8,2210,1972,54,55,1,52.7,Low,503998,2025-03-15,CCTV,43.55463,-116.220414
SEW-00439,Wastewater,Maple Grove Rd,Southwest,PVC,21,2414,1982,44,82,0,63.2,Medium,1258078,2025-03-31,Dye Test,43.54,-116.276916
SEW-00440,Wastewater,Eisenman Rd,Southeast,PVC,12,248,2010,16,90,0,26.2,Low,60670,2024-11-14,Dye Test,43.563928,-116.170723
SEW-00441,Wastewater,Eastman St,North End,Concrete,15,1303,1940,86,49,4,100.0,High,425382,2023-11-01,Manhole Inspection,43.640828,-116.193953
SEW-00442,Wastewater,Broadway Ave,Southeast,Ductile Iron,42,936,1972,54,46,3,56.3,Medium,757022,2024-08-07,Dye Test,43.573713,-116.185124
SEW-00443,Wastewater,Milwaukee St,Southeast,PVC,18,1003,1979,47,82,0,61.0,High,499770,2023-02-13,Smoke Test,43.54,-116.2
SEW-00444,Wastewater,Ustick Rd,West Boise,HDPE,24,1493,2023,3,100,0,5.0,Medium,664238,2025-01-02,CCTV,43.634712,-116.315997
SEW-00445,Wastewater,Hill Rd,North End,Vitrified Clay,21,594,1941,85,5,8,81.8,Low,244524,2024-06-23,Manhole Inspection,43.659699,-116.228227
SEW-00446,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,24,1638,1951,75,5,4,38.3,High,735931,2024-12-10,Manhole Inspection,43.626,-116.198221
SEW-00447,Wastewater,Boise Ave,East Bench,Concrete,24,2196,1975,51,62,2,59.9,Medium,1031753,2025-02-09,Smoke Test,43.601648,-116.175
SEW-00448,Wastewater,Ustick Rd,West Boise,PVC,21,1857,2011,15,94,0,66.2,Medium,451129,2024-04-15,Manhole Inspection,43.635093,-116.334292
SEW-00449,Wastewater,Amity Rd,Southwest,PVC,18,2022,2015,11,92,0,65.4,Medium,735768,2024-12-25,Smoke Test,43.554686,-116.239898
SEW-00450,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,30,1230,1933,93,5,11,90.6,Critical,315884,2025-07-25,Flow Monitoring,43.626,-116.199796
SEW-00451,Wastewater,Overland Rd,Southwest,Vitrified Clay,24,1826,1958,68,7,3,76.8,Critical,862324,2023-09-26,Manhole Inspection,43.588144,-116.230319
SEW-00452,Wastewater,15th St,North End,Vitrified Clay,24,1363,1940,86,5,8,78.6,Critical,311869,2023-12-03,Manhole Inspection,43.640453,-116.210242
SEW-00453,Wastewater,Victory Rd,Southeast,Ductile Iron,24,1315,1984,42,53,0,79.9,Medium,564624,2023-05-12,Dye Test,43.570291,-116.2
SEW-00454,Wastewater,Milwaukee St,Southeast,PVC,15,2386,1988,38,89,0,35.4,Medium,1097208,2023-11-14,Flow Monitoring,43.549773,-116.2
SEW-00455,Wastewater,Eastman St,North End,Vitrified Clay,18,1443,1934,92,5,5,91.7,Medium,263107,2022-12-03,CCTV,43.638063,-116.201135
SEW-00456,Wastewater,Eagle Rd,West Boise,PVC,42,1427,2021,5,96,0,11.8,Critical,521887,2023-10-29,Smoke Test,43.6,-116.354417
SEW-00457,Wastewater,Overland Rd,Southeast,Concrete,21,1816,1990,36,77,1,54.6,High,994878,2025-06-23,Flow Monitoring,43.586499,-116.177805
SEW-00458,Wastewater,Ustick Rd,West Boise,HDPE,24,1313,2005,21,85,0,51.6,Low,473493,2024-11-24,Smoke Test,43.631708,-116.280566
SEW-00459,Wastewater,Resseguie St,North End,Vitrified Clay,8,2065,1932,94,5,5,89.0,Critical,318220,2025-08-23,Dye Test,43.637706,-116.220229
SEW-00460,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,24,1355,1936,90,5,4,67.2,Critical,355889,2023-02-26,Smoke Test,43.6,-116.199709
SEW-00461,Wastewater,Parkcenter Blvd,East Bench,Ductile Iron,36,2241,1981,45,74,0,71.3,Medium,894632,2025-02-06,CCTV,43.626,-116.175
SEW-00462,Wastewater,28th St,North End,Concrete,12,492,1950,76,68,5,96.4,Medium,98415,2025-11-07,CCTV,43.653455,-116.21691
SEW-00463,Wastewater,Cloverdale Rd,West Boise,Ductile Iron,21,2014,2005,21,66,1,30.0,High,1008095,2024-10-02,Flow Monitoring,43.6,-116.333033
SEW-00464,Wastewater,Vista Ave,Southeast,Ductile Iron,18,849,1974,52,61,0,22.2,High,308931,2024-03-31,Smoke Test,43.585333,-116.2
SEW-00465,Wastewater,Shaw Mountain Rd,East Bench,Cast Iron,42,1092,1958,68,26,5,69.9,Medium,219984,2025-04-01,Flow Monitoring,43.623931,-116.165561
SEW-00466,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,30,372,1925,101,5,10,55.0,Medium,92804,2024-07-11,Smoke Test,43.668243,-116.18737
SEW-00467,Wastewater,Orchard St,Southeast,Concrete,24,1586,1960,66,61,4,84.0,Medium,267269,2022-11-30,CCTV,43.595,-116.2
SEW-00468,Wastewater,Jefferson St,Downtown,Vitrified Clay,15,1497,1956,70,5,6,72.4,Medium,688932,2024-11-02,CCTV,43.61889,-116.177915
SEW-00469,Wastewater,Eagle Rd,West Boise,PVC,36,751,2014,12,85,0,37.3,High,418013,2023-03-05,Smoke Test,43.605056,-116.356763
SEW-00470,Wastewater,Curtis Rd,Southwest,Ductile Iron,24,2426,1966,60,43,2,71.2,Low,1427104,2022-10-24,Smoke Test,43.567813,-116.220606
SEW-00471,Wastewater,Idaho St,Downtown,Concrete,8,834,1958,68,58,2,79.3,Low,206695,2023-01-31,Flow Monitoring,43.613696,-116.176447
SEW-00472,Wastewater,Ten Mile Rd,West Boise,PVC,12,1691,2001,25,91,1,45.6,Medium,614366,2023-10-01,Smoke Test,43.637081,-116.317567
SEW-00473,Wastewater,Maple Grove Rd,Southwest,PVC,24,831,1986,40,83,0,32.1,Medium,162952,2025-07-19,CCTV,43.584043,-116.277064
SEW-00474,Wastewater,Jefferson St,Downtown,Vitrified Clay,12,1027,1936,90,5,9,73.7,Medium,366331,2023-03-05,Dye Test,43.613642,-116.22
SEW-00475,Wastewater,Fairview Ave,West Boise,PVC,24,1700,2006,20,100,0,19.5,High,1082973,2025-06-22,Flow Monitoring,43.614324,-116.277572
SEW-00476,Wastewater,Ustick Rd,West Boise,PVC,18,2485,1993,33,83,0,46.0,Critical,1224821,2024-06-06,Dye Test,43.634461,-116.268766
SEW-00477,Wastewater,Front St,Downtown,Vitrified Clay,18,519,1929,97,5,8,75.3,Medium,238885,2024-11-09,Smoke Test,43.608668,-116.175
SEW-00478,Wastewater,Maple Grove Rd,Southwest,Vitrified Clay,24,932,1970,56,12,3,52.9,Medium,515263,2023-05-08,Flow Monitoring,43.579674,-116.275651
SEW-00479,Wastewater,8th St,Downtown,Vitrified Clay,12,938,1935,91,5,13,90.3,Medium,294119,2023-12-12,Manhole Inspection,43.616997,-116.196972
SEW-00480,Wastewater,Overland Rd,Southwest,Ductile Iron,36,1888,1975,51,44,2,43.4,High,1115030,2024-09-20,Flow Monitoring,43.589585,-116.275553
SEW-00481,Wastewater,Overland Rd,Southwest,Vitrified Clay,36,2053,1971,55,44,5,89.3,High,1741506,2023-01-07,Smoke Test,43.587685,-116.278233
SEW-00482,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,18,1108,1925,101,5,8,83.2,Low,624092,2022-10-26,Dye Test,43.606289,-116.175
SEW-00483,Wastewater,Overland Rd,Southwest,PVC,48,833,1991,35,81,0,81.5,Medium,356915,2024-07-09,Smoke Test,43.585566,-116.27317
SEW-00484,Wastewater,Eastman St,North End,Concrete,21,576,1944,82,44,1,86.7,Medium,95741,2023-03-20,Smoke Test,43.641423,-116.197475
SEW-00485,Wastewater,Orchard St,Southeast,PVC,12,1430,1991,35,83,0,69.7,Low,589229,2024-01-18,Manhole Inspection,43.54599,-116.2
SEW-00486,Wastewater,Milwaukee St,Southeast,PVC,21,693,1981,45,88,0,82.1,Critical,300047,2023-10-11,CCTV,43.594583,-116.2
SEW-00487,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,12,1507,1958,68,5,3,67.5,Critical,283796,2023-09-20,Flow Monitoring,43.60824,-116.175
SEW-00488,Wastewater,Franklin Rd,West Boise,PVC,12,1109,2022,4,88,0,26.8,Medium,260024,2025-08-24,Dye Test,43.606592,-116.267091
SEW-00489,Wastewater,Broadway Ave,Southeast,Concrete,24,1832,1971,55,75,0,56.3,High,383565,2023-03-09,Flow Monitoring,43.568146,-116.186357
SEW-00490,Wastewater,McMillan Rd,West Boise,PVC,24,2347,2002,24,100,1,14.8,Low,732113,2025-06-02,CCTV,43.641477,-116.344268
SEW-00491,Wastewater,Chinden Blvd,West Boise,PVC,21,1696,2016,10,89,0,46.9,Medium,236247,2023-12-17,Dye Test,43.65209,-116.324341
SEW-00492,Wastewater,Gowen Rd,Southeast,PVC,10,2004,1999,27,100,1,44.0,Low,470051,2025-06-10,CCTV,43.540269,-116.132546
SEW-00493,Wastewater,Joplin Rd,West Boise,Concrete,30,804,1993,33,56,1,71.0,Critical,467427,2023-05-26,Flow Monitoring,43.6395,-116.308079
SEW-00494,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,30,2403,1946,80,5,4,72.6,High,1182422,2025-02-16,CCTV,43.6,-116.200721
SEW-00495,Wastewater,Vista Ave,Southeast,PVC,24,378,1992,34,96,0,51.2,Medium,194636,2023-04-25,CCTV,43.555437,-116.2
SEW-00496,Wastewater,Idaho St,Downtown,Concrete,8,1311,1949,77,45,3,91.6,Medium,165156,2023-10-03,Smoke Test,43.614978,-116.175
SEW-00497,Wastewater,Vista Ave,Southeast,PVC,12,1492,1987,39,97,0,62.5,Low,267888,2022-10-11,CCTV,43.573773,-116.2
SEW-00498,Wastewater,Front St,Downtown,Vitrified Clay,24,1448,1940,86,5,11,81.5,Medium,470090,2024-03-23,Smoke Test,43.605001,-116.213528
SEW-00499,Wastewater,Five Mile Rd,Southwest,Ductile Iron,12,1255,1972,54,63,2,86.5,Medium,140291,2024-05-08,Smoke Test,43.6,-116.292658
SEW-00500,Wastewater,Lander St,Downtown,Vitrified Clay,42,762,1946,80,5,6,70.9,High,499461,2024-08-24,Flow Monitoring,43.6,-116.22
SEW-00501,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,8,825,1961,65,8,9,83.4,High,203038,2025-02-22,Dye Test,43.662059,-116.202505
SEW-00502,Wastewater,Cole Rd,Southwest,Ductile Iron,15,1465,1967,59,45,4,91.5,Low,434384,2025-02-08,Dye Test,43.587083,-116.253608
SEW-00503,Wastewater,Broadway Ave,Downtown,Concrete,24,2482,1975,51,57,0,49.0,Critical,1471082,2025-10-03,Manhole Inspection,43.614637,-116.186683
SEW-00504,Wastewater,Overland Rd,Southeast,PVC,18,2014,1981,45,93,0,55.3,High,939523,2024-11-13,CCTV,43.589474,-116.169264
SEW-00505,Wastewater,Jefferson St,Downtown,Vitrified Clay,12,1293,1936,90,5,6,82.9,Critical,248727,2025-06-23,Flow Monitoring,43.616634,-116.192011
SEW-00506,Wastewater,Jefferson St,Downtown,Orangeburg,24,2120,1957,69,33,8,62.8,High,855094,2024-11-02,Smoke Test,43.617272,-116.211083
SEW-00507,Wastewater,Front St,Downtown,Concrete,12,1305,1951,75,51,2,79.7,High,236379,2024-12-05,Flow Monitoring,43.608701,-116.22
SEW-00508,Wastewater,Fairview Ave,West Boise,HDPE,36,2074,2021,5,100,0,50.8,Medium,1224190,2024-03-02,Flow Monitoring,43.618326,-116.300796
SEW-00509,Wastewater,Fairview Ave,West Boise,PVC,48,357,2024,2,86,0,41.4,Medium,86854,2023-01-05,Dye Test,43.616124,-116.298871
SEW-00510,Wastewater,Broadway Ave,Southeast,Concrete,48,1786,1957,69,58,2,57.2,High,804166,2024-03-19,Manhole Inspection,43.56929,-116.187216
SEW-00511,Wastewater,Eisenman Rd,Southeast,Ductile Iron,21,1405,2000,26,58,0,24.5,Low,279957,2023-05-22,CCTV,43.559051,-116.172673
SEW-00512,Wastewater,Ten Mile Rd,West Boise,PVC,12,936,2022,4,90,0,74.0,Medium,144258,2023-05-24,CCTV,43.637298,-116.313373
SEW-00513,Wastewater,Harrison Blvd,North End,Concrete,24,1027,1954,72,57,3,50.1,Low,502023,2025-01-01,CCTV,43.673604,-116.202459
SEW-00514,Wastewater,Myrtle St,Downtown,Vitrified Clay,21,1686,1932,94,5,6,68.7,Medium,1049361,2025-01-09,Flow Monitoring,43.604512,-116.183418
SEW-00515,Wastewater,Overland Rd,Southwest,PVC,24,899,1979,47,87,0,68.3,Medium,195666,2024-12-01,CCTV,43.590474,-116.264761
SEW-00516,Wastewater,Overland Rd,Southeast,Concrete,18,2027,1974,52,67,0,56.6,Critical,1158075,2024-07-02,CCTV,43.586733,-116.2
SEW-00517,Wastewater,Eisenman Rd,Southeast,HDPE,21,2426,2021,5,96,0,75.2,Medium,575379,2023-05-18,Flow Monitoring,43.574596,-116.169352
